,Date,Integer_Year,Median Bedroom Price,Median List Price Calculated,Median List Price per SqFt Calculated,Median Market Value (Single Family),Month,No. of Bedrooms,Year,Zip_Code,Unnamed: 0,Unnamed: 0.1
2434,6/30/2013,18,132027,119900,70.61011905,109801,6,5,2013,46214,,
2435,6/30/2014,19,141729,123699.5,73.15589273,117894,6,5,2014,46214,,
2436,6/30/2015,20,139305,119900,78.68009783,117010,6,5,2015,46214,,
2437,6/30/2016,21,144197,124900,77.13884993,121476,6,5,2016,46214,,
2438,6/30/2017,22,159636,132000,84.66959756,132387,6,5,2017,46214,,
2439,6/30/2018,23,169797,144900,94.81343002,144572,6,5,2018,46214,,
2440,6/30/2019,24,183781,154900,92.61452493,156747,6,5,2019,46214,,
2441,7/31/1996,1,113400,79656.66332,47.83901019,132200,7,1,1996,46220,,
2442,7/31/1997,2,114400,92873.64761,58.92386879,138500,7,1,1997,46220,,
2443,7/31/1998,3,121800,105557.246,60.96922963,157200,7,1,1998,46220,,
2444,7/31/1999,4,103537,93929.46644,47.65427954,156934,7,1,1999,46220,,
2445,7/31/2000,5,94485,96331.2252,52.24524177,154297,7,1,2000,46220,,
2446,7/31/2001,6,99642,104551.335,60.04384234,156889,7,1,2001,46220,,
2447,7/31/2002,7,102817,115211.503,70.12802526,160289,7,1,2002,46220,,
2448,7/31/2003,8,106714,123093.1521,76.13061697,164947,7,1,2003,46220,,
2449,7/31/2004,9,109368,132278.902,83.46735863,169871,7,1,2004,46220,,
2450,7/31/2005,10,116147,143001.3782,94.26763383,172323,7,1,2005,46220,,
2451,7/31/2006,11,112927,142152.8227,93.11335045,172587,7,1,2006,46220,,
2452,7/31/2007,12,118240,153053.5707,104.2823049,174801,7,1,2007,46220,,
2453,7/31/2008,13,118349,160929.6157,111.6276156,177472,7,1,2008,46220,,
2454,7/31/2009,14,116540,159719.2804,112.926076,173505,7,1,2009,46220,,
2455,7/31/2010,15,116102,175000,122.6677578,178476,7,1,2010,46220,,
2456,7/31/2011,16,106133,169999.5,126.2936221,166742,7,1,2011,46220,,
2457,7/31/2012,17,110932,168500,125.6486513,173685,7,1,2012,46220,,
2458,7/31/2013,18,114664,175900,133.4650208,181415,7,1,2013,46220,,
2459,7/31/2014,19,127588,188950,133.2098055,195895,7,1,2014,46220,,
2460,7/31/2015,20,128803,191400,137.7857143,191457,7,1,2015,46220,,
2461,7/31/2016,21,134721,215000,148.9415749,199734,7,1,2016,46220,,
2462,7/31/2017,22,146536,229900,167.7662037,216617,7,1,2017,46220,,
2463,7/31/2018,23,160265,250000,180.5178684,232172,7,1,2018,46220,,
2464,7/31/2019,24,171280,255000,177.6129894,243480,7,1,2019,46220,,
2465,7/31/1996,1,115900,79656.66332,47.83901019,132200,7,2,1996,46220,,
2466,7/31/1997,2,120600,92873.64761,58.92386879,138500,7,2,1997,46220,,
2467,7/31/1998,3,136000,105557.246,60.96922963,157200,7,2,1998,46220,,
2468,7/31/1999,4,127869,93929.46644,47.65427954,156934,7,2,1999,46220,,
2469,7/31/2000,5,126339,96331.2252,52.24524177,154297,7,2,2000,46220,,
2470,7/31/2001,6,131229,104551.335,60.04384234,156889,7,2,2001,46220,,
2471,7/31/2002,7,135015,115211.503,70.12802526,160289,7,2,2002,46220,,
2472,7/31/2003,8,139951,123093.1521,76.13061697,164947,7,2,2003,46220,,
2473,7/31/2004,9,144481,132278.902,83.46735863,169871,7,2,2004,46220,,
2474,7/31/2005,10,149110,143001.3782,94.26763383,172323,7,2,2005,46220,,
2475,7/31/2006,11,150241,142152.8227,93.11335045,172587,7,2,2006,46220,,
2476,7/31/2007,12,152257,153053.5707,104.2823049,174801,7,2,2007,46220,,
2477,7/31/2008,13,152514,160929.6157,111.6276156,177472,7,2,2008,46220,,
2478,7/31/2009,14,149883,159719.2804,112.926076,173505,7,2,2009,46220,,
2479,7/31/2010,15,156137,175000,122.6677578,178476,7,2,2010,46220,,
2480,7/31/2011,16,144656,169999.5,126.2936221,166742,7,2,2011,46220,,
2481,7/31/2012,17,149763,168500,125.6486513,173685,7,2,2012,46220,,
2482,7/31/2013,18,157557,175900,133.4650208,181415,7,2,2013,46220,,
2483,7/31/2014,19,167850,188950,133.2098055,195895,7,2,2014,46220,,
2484,7/31/2015,20,165532,191400,137.7857143,191457,7,2,2015,46220,,
2485,7/31/2016,21,172792,215000,148.9415749,199734,7,2,2016,46220,,
2486,7/31/2017,22,187237,229900,167.7662037,216617,7,2,2017,46220,,
2487,7/31/2018,23,202332,250000,180.5178684,232172,7,2,2018,46220,,
2488,7/31/2019,24,212510,255000,177.6129894,243480,7,2,2019,46220,,
2489,7/31/1996,1,132000,79656.66332,47.83901019,132200,7,3,1996,46220,,
2490,7/31/1997,2,139100,92873.64761,58.92386879,138500,7,3,1997,46220,,
2491,7/31/1998,3,156100,105557.246,60.96922963,157200,7,3,1998,46220,,
2492,7/31/1999,4,152273,93929.46644,47.65427954,156934,7,3,1999,46220,,
2493,7/31/2000,5,149704,96331.2252,52.24524177,154297,7,3,2000,46220,,
2494,7/31/2001,6,152677,104551.335,60.04384234,156889,7,3,2001,46220,,
2495,7/31/2002,7,156855,115211.503,70.12802526,160289,7,3,2002,46220,,
2496,7/31/2003,8,161421,123093.1521,76.13061697,164947,7,3,2003,46220,,
2497,7/31/2004,9,166497,132278.902,83.46735863,169871,7,3,2004,46220,,
2498,7/31/2005,10,169923,143001.3782,94.26763383,172323,7,3,2005,46220,,
2499,7/31/2006,11,168963,142152.8227,93.11335045,172587,7,3,2006,46220,,
2500,7/31/2007,12,172237,153053.5707,104.2823049,174801,7,3,2007,46220,,
2501,7/31/2008,13,175196,160929.6157,111.6276156,177472,7,3,2008,46220,,
2502,7/31/2009,14,170735,159719.2804,112.926076,173505,7,3,2009,46220,,
2503,7/31/2010,15,175894,175000,122.6677578,178476,7,3,2010,46220,,
2504,7/31/2011,16,164890,169999.5,126.2936221,166742,7,3,2011,46220,,
2505,7/31/2012,17,170903,168500,125.6486513,173685,7,3,2012,46220,,
2506,7/31/2013,18,177825,175900,133.4650208,181415,7,3,2013,46220,,
2507,7/31/2014,19,191897,188950,133.2098055,195895,7,3,2014,46220,,
2508,7/31/2015,20,186816,191400,137.7857143,191457,7,3,2015,46220,,
2509,7/31/2016,21,195740,215000,148.9415749,199734,7,3,2016,46220,,
2510,7/31/2017,22,212624,229900,167.7662037,216617,7,3,2017,46220,,
2511,7/31/2018,23,227657,250000,180.5178684,232172,7,3,2018,46220,,
2512,7/31/2019,24,239861,255000,177.6129894,243480,7,3,2019,46220,,
2513,7/31/1996,1,164300,79656.66332,47.83901019,132200,7,4,1996,46220,,
2514,7/31/1997,2,175700,92873.64761,58.92386879,138500,7,4,1997,46220,,
2515,7/31/1998,3,190500,105557.246,60.96922963,157200,7,4,1998,46220,,
2516,7/31/1999,4,212290,93929.46644,47.65427954,156934,7,4,1999,46220,,
2517,7/31/2000,5,219708,96331.2252,52.24524177,154297,7,4,2000,46220,,
2518,7/31/2001,6,225388,104551.335,60.04384234,156889,7,4,2001,46220,,
2519,7/31/2002,7,224429,115211.503,70.12802526,160289,7,4,2002,46220,,
2520,7/31/2003,8,231688,123093.1521,76.13061697,164947,7,4,2003,46220,,
2521,7/31/2004,9,240722,132278.902,83.46735863,169871,7,4,2004,46220,,
2522,7/31/2005,10,243484,143001.3782,94.26763383,172323,7,4,2005,46220,,
2523,7/31/2006,11,251169,142152.8227,93.11335045,172587,7,4,2006,46220,,
2524,7/31/2007,12,252675,153053.5707,104.2823049,174801,7,4,2007,46220,,
2525,7/31/2008,13,254379,160929.6157,111.6276156,177472,7,4,2008,46220,,
2526,7/31/2009,14,247099,159719.2804,112.926076,173505,7,4,2009,46220,,
2527,7/31/2010,15,251621,175000,122.6677578,178476,7,4,2010,46220,,
2528,7/31/2011,16,231405,169999.5,126.2936221,166742,7,4,2011,46220,,
2529,7/31/2012,17,242783,168500,125.6486513,173685,7,4,2012,46220,,
2530,7/31/2013,18,252788,175900,133.4650208,181415,7,4,2013,46220,,
2531,7/31/2014,19,280766,188950,133.2098055,195895,7,4,2014,46220,,
2532,7/31/2015,20,278912,191400,137.7857143,191457,7,4,2015,46220,,
2533,7/31/2016,21,287258,215000,148.9415749,199734,7,4,2016,46220,,
2534,7/31/2017,22,305544,229900,167.7662037,216617,7,4,2017,46220,,
2535,7/31/2018,23,320783,250000,180.5178684,232172,7,4,2018,46220,,
2536,7/31/2019,24,332703,255000,177.6129894,243480,7,4,2019,46220,,
2537,7/31/1996,1,240400,79656.66332,47.83901019,132200,7,5,1996,46220,,
2538,7/31/1997,2,266900,92873.64761,58.92386879,138500,7,5,1997,46220,,
2539,7/31/1998,3,291400,105557.246,60.96922963,157200,7,5,1998,46220,,
2540,7/31/1999,4,253778,93929.46644,47.65427954,156934,7,5,1999,46220,,
2541,7/31/2000,5,271397,96331.2252,52.24524177,154297,7,5,2000,46220,,
2542,7/31/2001,6,282357,104551.335,60.04384234,156889,7,5,2001,46220,,
2543,7/31/2002,7,275360,115211.503,70.12802526,160289,7,5,2002,46220,,
2544,7/31/2003,8,290138,123093.1521,76.13061697,164947,7,5,2003,46220,,
2545,7/31/2004,9,309078,132278.902,83.46735863,169871,7,5,2004,46220,,
2546,7/31/2005,10,326707,143001.3782,94.26763383,172323,7,5,2005,46220,,
2547,7/31/2006,11,338872,142152.8227,93.11335045,172587,7,5,2006,46220,,
2548,7/31/2007,12,346116,153053.5707,104.2823049,174801,7,5,2007,46220,,
2549,7/31/2008,13,344715,160929.6157,111.6276156,177472,7,5,2008,46220,,
2550,7/31/2009,14,339010,159719.2804,112.926076,173505,7,5,2009,46220,,
2551,7/31/2010,15,354876,175000,122.6677578,178476,7,5,2010,46220,,
2552,7/31/2011,16,323840,169999.5,126.2936221,166742,7,5,2011,46220,,
2553,7/31/2012,17,344863,168500,125.6486513,173685,7,5,2012,46220,,
2554,7/31/2013,18,358915,175900,133.4650208,181415,7,5,2013,46220,,
2555,7/31/2014,19,400786,188950,133.2098055,195895,7,5,2014,46220,,
2556,7/31/2015,20,395806,191400,137.7857143,191457,7,5,2015,46220,,
2557,7/31/2016,21,403958,215000,148.9415749,199734,7,5,2016,46220,,
2558,7/31/2017,22,428259,229900,167.7662037,216617,7,5,2017,46220,,
2559,7/31/2018,23,453643,250000,180.5178684,232172,7,5,2018,46220,,
2560,7/31/2019,24,467651,255000,177.6129894,243480,7,5,2019,46220,,
2561,7/31/2000,5,55892,73249.4627,56.75244039,73839,7,1,2000,46219,,
2562,7/31/2001,6,57931,77974.26674,61.10520311,78453,7,1,2001,46219,,
2563,7/31/2002,7,58348,80021.35004,63.01789395,79888,7,1,2002,46219,,
2564,7/31/2003,8,57289,80505.93035,63.08582812,79740,7,1,2003,46219,,
2565,7/31/2004,9,55402,82546.8904,64.70778741,81352,7,1,2004,46219,,
2566,7/31/2005,10,61825,87184.4618,67.42033777,86871,7,1,2005,46219,,
2567,7/31/2006,11,61232,89050.86993,69.33319683,87985,7,1,2006,46219,,
2568,7/31/2007,12,58274,90259.02065,70.83425903,88196,7,1,2007,46219,,
2569,7/31/2008,13,60075,89606.12535,68.88083503,87334,7,1,2008,46219,,
2570,7/31/2009,14,52586,85004.03584,64.83053299,80813,7,1,2009,46219,,
2571,7/31/2010,15,54628,85000,64.82843137,83065,7,1,2010,46219,,
2572,7/31/2011,16,43236,85000,65.74021554,72810,7,1,2011,46219,,
2573,7/31/2012,17,43699,79900,61.2522686,73673,7,1,2012,46219,,
2574,7/31/2013,18,43473,89448.5,67.69792122,75310,7,1,2013,46219,,
2575,7/31/2014,19,49590,95000,69.3856504,83240,7,1,2014,46219,,
2576,7/31/2015,20,50456,89900,67.85026757,84112,7,1,2015,46219,,
2577,7/31/2016,21,51778,89900,70.21042782,88924,7,1,2016,46219,,
2578,7/31/2017,22,59530,99800,71.76141659,99103,7,1,2017,46219,,
2579,7/31/2018,23,68127,118750,88.64969547,110121,7,1,2018,46219,,
2580,7/31/2019,24,76108,125000,93.01919721,119646,7,1,2019,46219,,
2581,7/31/1996,1,88800,87466.998,68.12525469,95600,7,2,1996,46219,,
2582,7/31/1997,2,73700,78523.5523,67.43057835,79200,7,2,1997,46219,,
2583,7/31/1998,3,80500,81940.20937,64.34100107,86300,7,2,1998,46219,,
2584,7/31/1999,4,85600,87496.66073,71.00113835,90900,7,2,1999,46219,,
2585,7/31/2000,5,70709,73249.4627,56.75244039,73839,7,2,2000,46219,,
2586,7/31/2001,6,74768,77974.26674,61.10520311,78453,7,2,2001,46219,,
2587,7/31/2002,7,75740,80021.35004,63.01789395,79888,7,2,2002,46219,,
2588,7/31/2003,8,74838,80505.93035,63.08582812,79740,7,2,2003,46219,,
2589,7/31/2004,9,74500,82546.8904,64.70778741,81352,7,2,2004,46219,,
2590,7/31/2005,10,80689,87184.4618,67.42033777,86871,7,2,2005,46219,,
2591,7/31/2006,11,79458,89050.86993,69.33319683,87985,7,2,2006,46219,,
2592,7/31/2007,12,79931,90259.02065,70.83425903,88196,7,2,2007,46219,,
2593,7/31/2008,13,79268,89606.12535,68.88083503,87334,7,2,2008,46219,,
2594,7/31/2009,14,71716,85004.03584,64.83053299,80813,7,2,2009,46219,,
2595,7/31/2010,15,72615,85000,64.82843137,83065,7,2,2010,46219,,
2596,7/31/2011,16,58877,85000,65.74021554,72810,7,2,2011,46219,,
2597,7/31/2012,17,57521,79900,61.2522686,73673,7,2,2012,46219,,
2598,7/31/2013,18,60157,89448.5,67.69792122,75310,7,2,2013,46219,,
2599,7/31/2014,19,66448,95000,69.3856504,83240,7,2,2014,46219,,
2600,7/31/2015,20,67376,89900,67.85026757,84112,7,2,2015,46219,,
2601,7/31/2016,21,70074,89900,70.21042782,88924,7,2,2016,46219,,
2602,7/31/2017,22,78214,99800,71.76141659,99103,7,2,2017,46219,,
2603,7/31/2018,23,86039,118750,88.64969547,110121,7,2,2018,46219,,
2604,7/31/2019,24,96159,125000,93.01919721,119646,7,2,2019,46219,,
2605,7/31/1996,1,95900,87466.998,68.12525469,95600,7,3,1996,46219,,
2606,7/31/1997,2,83300,78523.5523,67.43057835,79200,7,3,1997,46219,,
2607,7/31/1998,3,87300,81940.20937,64.34100107,86300,7,3,1998,46219,,
2608,7/31/1999,4,93400,87496.66073,71.00113835,90900,7,3,1999,46219,,
2609,7/31/2000,5,74787,73249.4627,56.75244039,73839,7,3,2000,46219,,
2610,7/31/2001,6,79958,77974.26674,61.10520311,78453,7,3,2001,46219,,
2611,7/31/2002,7,81758,80021.35004,63.01789395,79888,7,3,2002,46219,,
2612,7/31/2003,8,81623,80505.93035,63.08582812,79740,7,3,2003,46219,,
2613,7/31/2004,9,83437,82546.8904,64.70778741,81352,7,3,2004,46219,,
2614,7/31/2005,10,88617,87184.4618,67.42033777,86871,7,3,2005,46219,,
2615,7/31/2006,11,90177,89050.86993,69.33319683,87985,7,3,2006,46219,,
2616,7/31/2007,12,90894,90259.02065,70.83425903,88196,7,3,2007,46219,,
2617,7/31/2008,13,89402,89606.12535,68.88083503,87334,7,3,2008,46219,,
2618,7/31/2009,14,82824,85004.03584,64.83053299,80813,7,3,2009,46219,,
2619,7/31/2010,15,84839,85000,64.82843137,83065,7,3,2010,46219,,
2620,7/31/2011,16,75464,85000,65.74021554,72810,7,3,2011,46219,,
2621,7/31/2012,17,76799,79900,61.2522686,73673,7,3,2012,46219,,
2622,7/31/2013,18,77576,89448.5,67.69792122,75310,7,3,2013,46219,,
2623,7/31/2014,19,85608,95000,69.3856504,83240,7,3,2014,46219,,
2624,7/31/2015,20,86095,89900,67.85026757,84112,7,3,2015,46219,,
2625,7/31/2016,21,91291,89900,70.21042782,88924,7,3,2016,46219,,
2626,7/31/2017,22,100915,99800,71.76141659,99103,7,3,2017,46219,,
2627,7/31/2018,23,112481,118750,88.64969547,110121,7,3,2018,46219,,
2628,7/31/2019,24,121650,125000,93.01919721,119646,7,3,2019,46219,,
2629,7/31/1996,1,121500,87466.998,68.12525469,95600,7,4,1996,46219,,
2630,7/31/1997,2,114300,78523.5523,67.43057835,79200,7,4,1997,46219,,
2631,7/31/1998,3,115600,81940.20937,64.34100107,86300,7,4,1998,46219,,
2632,7/31/1999,4,109700,87496.66073,71.00113835,90900,7,4,1999,46219,,
2633,7/31/2000,5,87586,73249.4627,56.75244039,73839,7,4,2000,46219,,
2634,7/31/2001,6,96746,77974.26674,61.10520311,78453,7,4,2001,46219,,
2635,7/31/2002,7,99649,80021.35004,63.01789395,79888,7,4,2002,46219,,
2636,7/31/2003,8,99136,80505.93035,63.08582812,79740,7,4,2003,46219,,
2637,7/31/2004,9,101690,82546.8904,64.70778741,81352,7,4,2004,46219,,
2638,7/31/2005,10,109793,87184.4618,67.42033777,86871,7,4,2005,46219,,
2639,7/31/2006,11,114823,89050.86993,69.33319683,87985,7,4,2006,46219,,
2640,7/31/2007,12,115854,90259.02065,70.83425903,88196,7,4,2007,46219,,
2641,7/31/2008,13,115218,89606.12535,68.88083503,87334,7,4,2008,46219,,
2642,7/31/2009,14,110088,85004.03584,64.83053299,80813,7,4,2009,46219,,
2643,7/31/2010,15,112520,85000,64.82843137,83065,7,4,2010,46219,,
2644,7/31/2011,16,100825,85000,65.74021554,72810,7,4,2011,46219,,
2645,7/31/2012,17,102689,79900,61.2522686,73673,7,4,2012,46219,,
2646,7/31/2013,18,106958,89448.5,67.69792122,75310,7,4,2013,46219,,
2647,7/31/2014,19,115543,95000,69.3856504,83240,7,4,2014,46219,,
2648,7/31/2015,20,115538,89900,67.85026757,84112,7,4,2015,46219,,
2649,7/31/2016,21,121806,89900,70.21042782,88924,7,4,2016,46219,,
2650,7/31/2017,22,132147,99800,71.76141659,99103,7,4,2017,46219,,
2651,7/31/2018,23,143393,118750,88.64969547,110121,7,4,2018,46219,,
2652,7/31/2019,24,155305,125000,93.01919721,119646,7,4,2019,46219,,
2653,7/31/2000,5,108501,73249.4627,56.75244039,73839,7,5,2000,46219,,
2654,7/31/2001,6,115259,77974.26674,61.10520311,78453,7,5,2001,46219,,
2655,7/31/2002,7,115954,80021.35004,63.01789395,79888,7,5,2002,46219,,
2656,7/31/2003,8,113303,80505.93035,63.08582812,79740,7,5,2003,46219,,
2657,7/31/2004,9,115261,82546.8904,64.70778741,81352,7,5,2004,46219,,
2658,7/31/2005,10,125093,87184.4618,67.42033777,86871,7,5,2005,46219,,
2659,7/31/2006,11,122106,89050.86993,69.33319683,87985,7,5,2006,46219,,
2660,7/31/2007,12,122985,90259.02065,70.83425903,88196,7,5,2007,46219,,
2661,7/31/2008,13,123984,89606.12535,68.88083503,87334,7,5,2008,46219,,
2662,7/31/2009,14,120878,85004.03584,64.83053299,80813,7,5,2009,46219,,
2663,7/31/2010,15,123075,85000,64.82843137,83065,7,5,2010,46219,,
2664,7/31/2011,16,112738,85000,65.74021554,72810,7,5,2011,46219,,
2665,7/31/2012,17,117114,79900,61.2522686,73673,7,5,2012,46219,,
2666,7/31/2013,18,123045,89448.5,67.69792122,75310,7,5,2013,46219,,
2667,7/31/2014,19,137559,95000,69.3856504,83240,7,5,2014,46219,,
2668,7/31/2015,20,135073,89900,67.85026757,84112,7,5,2015,46219,,
2669,7/31/2016,21,139231,89900,70.21042782,88924,7,5,2016,46219,,
2670,7/31/2017,22,157353,99800,71.76141659,99103,7,5,2017,46219,,
2671,7/31/2018,23,166838,118750,88.64969547,110121,7,5,2018,46219,,
2672,7/31/2019,24,179672,125000,93.01919721,119646,7,5,2019,46219,,
2673,7/31/2010,15,64825,112700,78.04904514,112112,7,1,2010,46227,,
2674,7/31/2011,16,57007,115000,76.6104019,102146,7,1,2011,46227,,
2675,7/31/2012,17,53837,113850,75.3474478,106341,7,1,2012,46227,,
2676,7/31/2013,18,52984,117000,80,109605,7,1,2013,46227,,
2677,7/31/2014,19,61629,120000,81.08454313,117727,7,1,2014,46227,,
2678,7/31/2015,20,65039,127950,85.37279454,118109,7,1,2015,46227,,
2679,7/31/2016,21,67934,125000,89.18722787,124444,7,1,2016,46227,,
2680,7/31/2017,22,73123,140000,93.5591819,134109,7,1,2017,46227,,
2681,7/31/2018,23,82964,155000,103.5420225,146895,7,1,2018,46227,,
2682,7/31/2019,24,88972,165000,110.9682397,155538,7,1,2019,46227,,
2683,7/31/2010,15,82717,112700,78.04904514,112112,7,2,2010,46227,,
2684,7/31/2011,16,72411,115000,76.6104019,102146,7,2,2011,46227,,
2685,7/31/2012,17,74189,113850,75.3474478,106341,7,2,2012,46227,,
2686,7/31/2013,18,73347,117000,80,109605,7,2,2013,46227,,
2687,7/31/2014,19,80645,120000,81.08454313,117727,7,2,2014,46227,,
2688,7/31/2015,20,81382,127950,85.37279454,118109,7,2,2015,46227,,
2689,7/31/2016,21,85270,125000,89.18722787,124444,7,2,2016,46227,,
2690,7/31/2017,22,94230,140000,93.5591819,134109,7,2,2017,46227,,
2691,7/31/2018,23,103393,155000,103.5420225,146895,7,2,2018,46227,,
2692,7/31/2019,24,111687,165000,110.9682397,155538,7,2,2019,46227,,
2693,7/31/2010,15,112382,112700,78.04904514,112112,7,3,2010,46227,,
2694,7/31/2011,16,102564,115000,76.6104019,102146,7,3,2011,46227,,
2695,7/31/2012,17,107182,113850,75.3474478,106341,7,3,2012,46227,,
2696,7/31/2013,18,110538,117000,80,109605,7,3,2013,46227,,
2697,7/31/2014,19,118544,120000,81.08454313,117727,7,3,2014,46227,,
2698,7/31/2015,20,119098,127950,85.37279454,118109,7,3,2015,46227,,
2699,7/31/2016,21,125334,125000,89.18722787,124444,7,3,2016,46227,,
2700,7/31/2017,22,135071,140000,93.5591819,134109,7,3,2017,46227,,
2701,7/31/2018,23,147922,155000,103.5420225,146895,7,3,2018,46227,,
2702,7/31/2019,24,156474,165000,110.9682397,155538,7,3,2019,46227,,
2703,7/31/2010,15,132923,112700,78.04904514,112112,7,4,2010,46227,,
2704,7/31/2011,16,121761,115000,76.6104019,102146,7,4,2011,46227,,
2705,7/31/2012,17,127352,113850,75.3474478,106341,7,4,2012,46227,,
2706,7/31/2013,18,130831,117000,80,109605,7,4,2013,46227,,
2707,7/31/2014,19,140126,120000,81.08454313,117727,7,4,2014,46227,,
2708,7/31/2015,20,138655,127950,85.37279454,118109,7,4,2015,46227,,
2709,7/31/2016,21,145739,125000,89.18722787,124444,7,4,2016,46227,,
2710,7/31/2017,22,156337,140000,93.5591819,134109,7,4,2017,46227,,
2711,7/31/2018,23,169677,155000,103.5420225,146895,7,4,2018,46227,,
2712,7/31/2019,24,178292,165000,110.9682397,155538,7,4,2019,46227,,
2713,7/31/2010,15,161820,112700,78.04904514,112112,7,5,2010,46227,,
2714,7/31/2011,16,144860,115000,76.6104019,102146,7,5,2011,46227,,
2715,7/31/2012,17,148887,113850,75.3474478,106341,7,5,2012,46227,,
2716,7/31/2013,18,152458,117000,80,109605,7,5,2013,46227,,
2717,7/31/2014,19,165142,120000,81.08454313,117727,7,5,2014,46227,,
2718,7/31/2015,20,161920,127950,85.37279454,118109,7,5,2015,46227,,
2719,7/31/2016,21,167277,125000,89.18722787,124444,7,5,2016,46227,,
2720,7/31/2017,22,180103,140000,93.5591819,134109,7,5,2017,46227,,
2721,7/31/2018,23,193537,155000,103.5420225,146895,7,5,2018,46227,,
2722,7/31/2019,24,200740,165000,110.9682397,155538,7,5,2019,46227,,
2723,7/31/2011,16,66130,118950,70.52720938,105808,7,1,2011,46214,,
2724,7/31/2012,17,60632,114950,67.12672522,107330,7,1,2012,46214,,
2725,7/31/2013,18,60690,122000,71.34920635,110188,7,1,2013,46214,,
2726,7/31/2014,19,62808,124000,73.21848081,117920,7,1,2014,46214,,
2727,7/31/2015,20,58659,119900,78.89658821,117105,7,1,2015,46214,,
2728,7/31/2016,21,58835,124950,78.12507216,122711,7,1,2016,46214,,
2729,7/31/2017,22,63143,133500,85.09624304,133000,7,1,2017,46214,,
2730,7/31/2018,23,68725,149950,94.85048255,146136,7,1,2018,46214,,
2731,7/31/2019,24,81946,162000,94.79211422,157283,7,1,2019,46214,,
2732,7/31/1996,1,90800,120179.6527,57.78029923,103000,7,2,1996,46214,,
2733,7/31/1997,2,83400,117645.4662,57.76942318,101800,7,2,1997,46214,,
2734,7/31/1998,3,83700,121098.6754,60.50834836,106500,7,2,1998,46214,,
2735,7/31/1999,4,87100,118184.1212,59.28569549,102700,7,2,1999,46214,,
2736,7/31/2000,5,90514,117670.6772,59.73063395,102478,7,2,2000,46214,,
2737,7/31/2001,6,93146,120341.7964,61.97133244,106109,7,2,2001,46214,,
2738,7/31/2002,7,93576,122899.488,64.16169558,109632,7,2,2002,46214,,
2739,7/31/2003,8,94773,126077.0526,66.5170468,113509,7,2,2003,46214,,
2740,7/31/2004,9,98159,127875.1692,68.18261736,115906,7,2,2004,46214,,
2741,7/31/2005,10,100673,126670.2571,68.38846293,115171,7,2,2005,46214,,
2742,7/31/2006,11,96819,129874.0801,70.70652871,118968,7,2,2006,46214,,
2743,7/31/2007,12,97818,129437.0576,71.2908215,119045,7,2,2007,46214,,
2744,7/31/2008,13,95904,126421.5477,70.72066384,116645,7,2,2008,46214,,
2745,7/31/2009,14,91804,122167.7695,69.54368564,112943,7,2,2009,46214,,
2746,7/31/2010,15,89702,122900,72.54990926,116434,7,2,2010,46214,,
2747,7/31/2011,16,80676,118950,70.52720938,105808,7,2,2011,46214,,
2748,7/31/2012,17,78827,114950,67.12672522,107330,7,2,2012,46214,,
2749,7/31/2013,18,78411,122000,71.34920635,110188,7,2,2013,46214,,
2750,7/31/2014,19,82963,124000,73.21848081,117920,7,2,2014,46214,,
2751,7/31/2015,20,81866,119900,78.89658821,117105,7,2,2015,46214,,
2752,7/31/2016,21,82296,124950,78.12507216,122711,7,2,2016,46214,,
2753,7/31/2017,22,88880,133500,85.09624304,133000,7,2,2017,46214,,
2754,7/31/2018,23,97540,149950,94.85048255,146136,7,2,2018,46214,,
2755,7/31/2019,24,108447,162000,94.79211422,157283,7,2,2019,46214,,
2756,7/31/1996,1,95600,120179.6527,57.78029923,103000,7,3,1996,46214,,
2757,7/31/1997,2,90500,117645.4662,57.76942318,101800,7,3,1997,46214,,
2758,7/31/1998,3,92500,121098.6754,60.50834836,106500,7,3,1998,46214,,
2759,7/31/1999,4,95500,118184.1212,59.28569549,102700,7,3,1999,46214,,
2760,7/31/2000,5,96690,117670.6772,59.73063395,102478,7,3,2000,46214,,
2761,7/31/2001,6,98909,120341.7964,61.97133244,106109,7,3,2001,46214,,
2762,7/31/2002,7,100979,122899.488,64.16169558,109632,7,3,2002,46214,,
2763,7/31/2003,8,104771,126077.0526,66.5170468,113509,7,3,2003,46214,,
2764,7/31/2004,9,107391,127875.1692,68.18261736,115906,7,3,2004,46214,,
2765,7/31/2005,10,107114,126670.2571,68.38846293,115171,7,3,2005,46214,,
2766,7/31/2006,11,111344,129874.0801,70.70652871,118968,7,3,2006,46214,,
2767,7/31/2007,12,111765,129437.0576,71.2908215,119045,7,3,2007,46214,,
2768,7/31/2008,13,108883,126421.5477,70.72066384,116645,7,3,2008,46214,,
2769,7/31/2009,14,104847,122167.7695,69.54368564,112943,7,3,2009,46214,,
2770,7/31/2010,15,107788,122900,72.54990926,116434,7,3,2010,46214,,
2771,7/31/2011,16,97167,118950,70.52720938,105808,7,3,2011,46214,,
2772,7/31/2012,17,97736,114950,67.12672522,107330,7,3,2012,46214,,
2773,7/31/2013,18,101539,122000,71.34920635,110188,7,3,2013,46214,,
2774,7/31/2014,19,108784,124000,73.21848081,117920,7,3,2014,46214,,
2775,7/31/2015,20,108002,119900,78.89658821,117105,7,3,2015,46214,,
2776,7/31/2016,21,114108,124950,78.12507216,122711,7,3,2016,46214,,
2777,7/31/2017,22,124147,133500,85.09624304,133000,7,3,2017,46214,,
