,Date,Integer_Year,Median Bedroom Price,Median List Price Calculated,Median List Price per SqFt Calculated,Median Market Value (Single Family),Month,No. of Bedrooms,Year,Zip_Code,Unnamed: 0,Unnamed: 0.1
2778,7/31/2018,23,137072,149950,94.85048255,146136,7,3,2018,46214,,
2779,7/31/2019,24,148540,162000,94.79211422,157283,7,3,2019,46214,,
2780,7/31/1996,1,125400,120179.6527,57.78029923,103000,7,4,1996,46214,,
2781,7/31/1997,2,119400,117645.4662,57.76942318,101800,7,4,1997,46214,,
2782,7/31/1998,3,123300,121098.6754,60.50834836,106500,7,4,1998,46214,,
2783,7/31/1999,4,119600,118184.1212,59.28569549,102700,7,4,1999,46214,,
2784,7/31/2000,5,109829,117670.6772,59.73063395,102478,7,4,2000,46214,,
2785,7/31/2001,6,113474,120341.7964,61.97133244,106109,7,4,2001,46214,,
2786,7/31/2002,7,118134,122899.488,64.16169558,109632,7,4,2002,46214,,
2787,7/31/2003,8,121573,126077.0526,66.5170468,113509,7,4,2003,46214,,
2788,7/31/2004,9,123764,127875.1692,68.18261736,115906,7,4,2004,46214,,
2789,7/31/2005,10,126514,126670.2571,68.38846293,115171,7,4,2005,46214,,
2790,7/31/2006,11,130526,129874.0801,70.70652871,118968,7,4,2006,46214,,
2791,7/31/2007,12,129675,129437.0576,71.2908215,119045,7,4,2007,46214,,
2792,7/31/2008,13,131000,126421.5477,70.72066384,116645,7,4,2008,46214,,
2793,7/31/2009,14,127608,122167.7695,69.54368564,112943,7,4,2009,46214,,
2794,7/31/2010,15,130222,122900,72.54990926,116434,7,4,2010,46214,,
2795,7/31/2011,16,120133,118950,70.52720938,105808,7,4,2011,46214,,
2796,7/31/2012,17,121774,114950,67.12672522,107330,7,4,2012,46214,,
2797,7/31/2013,18,125431,122000,71.34920635,110188,7,4,2013,46214,,
2798,7/31/2014,19,134233,124000,73.21848081,117920,7,4,2014,46214,,
2799,7/31/2015,20,133783,119900,78.89658821,117105,7,4,2015,46214,,
2800,7/31/2016,21,139878,124950,78.12507216,122711,7,4,2016,46214,,
2801,7/31/2017,22,152521,133500,85.09624304,133000,7,4,2017,46214,,
2802,7/31/2018,23,164347,149950,94.85048255,146136,7,4,2018,46214,,
2803,7/31/2019,24,176794,162000,94.79211422,157283,7,4,2019,46214,,
2804,7/31/2000,5,115157,117670.6772,59.73063395,102478,7,5,2000,46214,,
2805,7/31/2001,6,119915,120341.7964,61.97133244,106109,7,5,2001,46214,,
2806,7/31/2002,7,125509,122899.488,64.16169558,109632,7,5,2002,46214,,
2807,7/31/2003,8,129658,126077.0526,66.5170468,113509,7,5,2003,46214,,
2808,7/31/2004,9,132067,127875.1692,68.18261736,115906,7,5,2004,46214,,
2809,7/31/2005,10,141700,126670.2571,68.38846293,115171,7,5,2005,46214,,
2810,7/31/2006,11,144538,129874.0801,70.70652871,118968,7,5,2006,46214,,
2811,7/31/2007,12,143342,129437.0576,71.2908215,119045,7,5,2007,46214,,
2812,7/31/2008,13,146789,126421.5477,70.72066384,116645,7,5,2008,46214,,
2813,7/31/2009,14,141869,122167.7695,69.54368564,112943,7,5,2009,46214,,
2814,7/31/2010,15,144573,122900,72.54990926,116434,7,5,2010,46214,,
2815,7/31/2011,16,128199,118950,70.52720938,105808,7,5,2011,46214,,
2816,7/31/2012,17,127421,114950,67.12672522,107330,7,5,2012,46214,,
2817,7/31/2013,18,131948,122000,71.34920635,110188,7,5,2013,46214,,
2818,7/31/2014,19,141950,124000,73.21848081,117920,7,5,2014,46214,,
2819,7/31/2015,20,139497,119900,78.89658821,117105,7,5,2015,46214,,
2820,7/31/2016,21,145995,124950,78.12507216,122711,7,5,2016,46214,,
2821,7/31/2017,22,159839,133500,85.09624304,133000,7,5,2017,46214,,
2822,7/31/2018,23,171068,149950,94.85048255,146136,7,5,2018,46214,,
2823,7/31/2019,24,184964,162000,94.79211422,157283,7,5,2019,46214,,
2824,8/31/1996,1,113100,117250.7963,62.96911617,130600,8,1,1996,46220,,
2825,8/31/1997,2,114800,130231.2257,70.58667205,141400,8,1,1997,46220,,
2826,8/31/1998,3,122100,148068.9173,80.24226118,157300,8,1,1998,46220,,
2827,8/31/1999,4,102703,143698.5142,81.76679924,155970,8,1,1999,46220,,
2828,8/31/2000,5,94908,143377.9952,84.26282491,155160,8,1,2000,46220,,
2829,8/31/2001,6,99400,145803.6695,87.83517335,156844,8,1,2001,46220,,
2830,8/31/2002,7,103136,151074.6243,92.40899929,160529,8,1,2002,46220,,
2831,8/31/2003,8,107217,157291,97.45893801,165614,8,1,2003,46220,,
2832,8/31/2004,9,109873,163435.0997,102.4336797,170393,8,1,2004,46220,,
2833,8/31/2005,10,115614,166579.5741,106.1676722,172114,8,1,2005,46220,,
2834,8/31/2006,11,113701,166515.7233,108.9820871,172654,8,1,2006,46220,,
2835,8/31/2007,12,118137,170407.9347,113.0393531,175209,8,1,2007,46220,,
2836,8/31/2008,13,118617,173378.1297,116.7969369,177243,8,1,2008,46220,,
2837,8/31/2009,14,116624,170072.6415,118.2562091,174405,8,1,2009,46220,,
2838,8/31/2010,15,114832,179000,123.7623762,176430,8,1,2010,46220,,
2839,8/31/2011,16,106463,169900,123.6383442,168190,8,1,2011,46220,,
2840,8/31/2012,17,110158,165000,125.8093525,173269,8,1,2012,46220,,
2841,8/31/2013,18,117363,173500,131.5192744,182666,8,1,2013,46220,,
2842,8/31/2014,19,127232,189900,137.8971855,196113,8,1,2014,46220,,
2843,8/31/2015,20,127580,187950,133.8925132,190592,8,1,2015,46220,,
2844,8/31/2016,21,137014,214900,149.5726496,202516,8,1,2016,46220,,
2845,8/31/2017,22,147144,225000,166.0299003,217320,8,1,2017,46220,,
2846,8/31/2018,23,162936,250000,179.0425933,234747,8,1,2018,46220,,
2847,8/31/2019,24,170645,249900,174.3653671,243235,8,1,2019,46220,,
2848,8/31/1996,1,115700,117250.7963,62.96911617,130600,8,2,1996,46220,,
2849,8/31/1997,2,121700,130231.2257,70.58667205,141400,8,2,1997,46220,,
2850,8/31/1998,3,136500,148068.9173,80.24226118,157300,8,2,1998,46220,,
2851,8/31/1999,4,126888,143698.5142,81.76679924,155970,8,2,1999,46220,,
2852,8/31/2000,5,127365,143377.9952,84.26282491,155160,8,2,2000,46220,,
2853,8/31/2001,6,131380,145803.6695,87.83517335,156844,8,2,2001,46220,,
2854,8/31/2002,7,135686,151074.6243,92.40899929,160529,8,2,2002,46220,,
2855,8/31/2003,8,140480,157291,97.45893801,165614,8,2,2003,46220,,
2856,8/31/2004,9,144518,163435.0997,102.4336797,170393,8,2,2004,46220,,
2857,8/31/2005,10,150101,166579.5741,106.1676722,172114,8,2,2005,46220,,
2858,8/31/2006,11,149820,166515.7233,108.9820871,172654,8,2,2006,46220,,
2859,8/31/2007,12,152428,170407.9347,113.0393531,175209,8,2,2007,46220,,
2860,8/31/2008,13,152581,173378.1297,116.7969369,177243,8,2,2008,46220,,
2861,8/31/2009,14,150454,170072.6415,118.2562091,174405,8,2,2009,46220,,
2862,8/31/2010,15,154471,179000,123.7623762,176430,8,2,2010,46220,,
2863,8/31/2011,16,145747,169900,123.6383442,168190,8,2,2011,46220,,
2864,8/31/2012,17,149454,165000,125.8093525,173269,8,2,2012,46220,,
2865,8/31/2013,18,158804,173500,131.5192744,182666,8,2,2013,46220,,
2866,8/31/2014,19,167843,189900,137.8971855,196113,8,2,2014,46220,,
2867,8/31/2015,20,164864,187950,133.8925132,190592,8,2,2015,46220,,
2868,8/31/2016,21,175177,214900,149.5726496,202516,8,2,2016,46220,,
2869,8/31/2017,22,187886,225000,166.0299003,217320,8,2,2017,46220,,
2870,8/31/2018,23,204734,250000,179.0425933,234747,8,2,2018,46220,,
2871,8/31/2019,24,212260,249900,174.3653671,243235,8,2,2019,46220,,
2872,8/31/1996,1,130900,117250.7963,62.96911617,130600,8,3,1996,46220,,
2873,8/31/1997,2,141500,130231.2257,70.58667205,141400,8,3,1997,46220,,
2874,8/31/1998,3,155800,148068.9173,80.24226118,157300,8,3,1998,46220,,
2875,8/31/1999,4,151118,143698.5142,81.76679924,155970,8,3,1999,46220,,
2876,8/31/2000,5,150787,143377.9952,84.26282491,155160,8,3,2000,46220,,
2877,8/31/2001,6,152680,145803.6695,87.83517335,156844,8,3,2001,46220,,
2878,8/31/2002,7,157075,151074.6243,92.40899929,160529,8,3,2002,46220,,
2879,8/31/2003,8,162052,157291,97.45893801,165614,8,3,2003,46220,,
2880,8/31/2004,9,167052,163435.0997,102.4336797,170393,8,3,2004,46220,,
2881,8/31/2005,10,169736,166579.5741,106.1676722,172114,8,3,2005,46220,,
2882,8/31/2006,11,169234,166515.7233,108.9820871,172654,8,3,2006,46220,,
2883,8/31/2007,12,172471,170407.9347,113.0393531,175209,8,3,2007,46220,,
2884,8/31/2008,13,174854,173378.1297,116.7969369,177243,8,3,2008,46220,,
2885,8/31/2009,14,171874,170072.6415,118.2562091,174405,8,3,2009,46220,,
2886,8/31/2010,15,173761,179000,123.7623762,176430,8,3,2010,46220,,
2887,8/31/2011,16,166303,169900,123.6383442,168190,8,3,2011,46220,,
2888,8/31/2012,17,170465,165000,125.8093525,173269,8,3,2012,46220,,
2889,8/31/2013,18,179004,173500,131.5192744,182666,8,3,2013,46220,,
2890,8/31/2014,19,192039,189900,137.8971855,196113,8,3,2014,46220,,
2891,8/31/2015,20,186019,187950,133.8925132,190592,8,3,2015,46220,,
2892,8/31/2016,21,198577,214900,149.5726496,202516,8,3,2016,46220,,
2893,8/31/2017,22,213229,225000,166.0299003,217320,8,3,2017,46220,,
2894,8/31/2018,23,230152,250000,179.0425933,234747,8,3,2018,46220,,
2895,8/31/2019,24,239794,249900,174.3653671,243235,8,3,2019,46220,,
2896,8/31/1996,1,165000,117250.7963,62.96911617,130600,8,4,1996,46220,,
2897,8/31/1997,2,176900,130231.2257,70.58667205,141400,8,4,1997,46220,,
2898,8/31/1998,3,191500,148068.9173,80.24226118,157300,8,4,1998,46220,,
2899,8/31/1999,4,212398,143698.5142,81.76679924,155970,8,4,1999,46220,,
2900,8/31/2000,5,220766,143377.9952,84.26282491,155160,8,4,2000,46220,,
2901,8/31/2001,6,225276,145803.6695,87.83517335,156844,8,4,2001,46220,,
2902,8/31/2002,7,224145,151074.6243,92.40899929,160529,8,4,2002,46220,,
2903,8/31/2003,8,233270,157291,97.45893801,165614,8,4,2003,46220,,
2904,8/31/2004,9,241853,163435.0997,102.4336797,170393,8,4,2004,46220,,
2905,8/31/2005,10,241536,166579.5741,106.1676722,172114,8,4,2005,46220,,
2906,8/31/2006,11,253279,166515.7233,108.9820871,172654,8,4,2006,46220,,
2907,8/31/2007,12,252456,170407.9347,113.0393531,175209,8,4,2007,46220,,
2908,8/31/2008,13,254310,173378.1297,116.7969369,177243,8,4,2008,46220,,
2909,8/31/2009,14,247935,170072.6415,118.2562091,174405,8,4,2009,46220,,
2910,8/31/2010,15,248361,179000,123.7623762,176430,8,4,2010,46220,,
2911,8/31/2011,16,233470,169900,123.6383442,168190,8,4,2011,46220,,
2912,8/31/2012,17,242140,165000,125.8093525,173269,8,4,2012,46220,,
2913,8/31/2013,18,255008,173500,131.5192744,182666,8,4,2013,46220,,
2914,8/31/2014,19,281715,189900,137.8971855,196113,8,4,2014,46220,,
2915,8/31/2015,20,277523,187950,133.8925132,190592,8,4,2015,46220,,
2916,8/31/2016,21,290646,214900,149.5726496,202516,8,4,2016,46220,,
2917,8/31/2017,22,306316,225000,166.0299003,217320,8,4,2017,46220,,
2918,8/31/2018,23,323374,250000,179.0425933,234747,8,4,2018,46220,,
2919,8/31/2019,24,332659,249900,174.3653671,243235,8,4,2019,46220,,
2920,8/31/1996,1,241900,117250.7963,62.96911617,130600,8,5,1996,46220,,
2921,8/31/1997,2,269500,130231.2257,70.58667205,141400,8,5,1997,46220,,
2922,8/31/1998,3,292000,148068.9173,80.24226118,157300,8,5,1998,46220,,
2923,8/31/1999,4,253916,143698.5142,81.76679924,155970,8,5,1999,46220,,
2924,8/31/2000,5,273063,143377.9952,84.26282491,155160,8,5,2000,46220,,
2925,8/31/2001,6,283321,145803.6695,87.83517335,156844,8,5,2001,46220,,
2926,8/31/2002,7,274099,151074.6243,92.40899929,160529,8,5,2002,46220,,
2927,8/31/2003,8,294203,157291,97.45893801,165614,8,5,2003,46220,,
2928,8/31/2004,9,310672,163435.0997,102.4336797,170393,8,5,2004,46220,,
2929,8/31/2005,10,323936,166579.5741,106.1676722,172114,8,5,2005,46220,,
2930,8/31/2006,11,342080,166515.7233,108.9820871,172654,8,5,2006,46220,,
2931,8/31/2007,12,346426,170407.9347,113.0393531,175209,8,5,2007,46220,,
2932,8/31/2008,13,344637,173378.1297,116.7969369,177243,8,5,2008,46220,,
2933,8/31/2009,14,341021,170072.6415,118.2562091,174405,8,5,2009,46220,,
2934,8/31/2010,15,349933,179000,123.7623762,176430,8,5,2010,46220,,
2935,8/31/2011,16,326951,169900,123.6383442,168190,8,5,2011,46220,,
2936,8/31/2012,17,344710,165000,125.8093525,173269,8,5,2012,46220,,
2937,8/31/2013,18,361691,173500,131.5192744,182666,8,5,2013,46220,,
2938,8/31/2014,19,402777,189900,137.8971855,196113,8,5,2014,46220,,
2939,8/31/2015,20,392615,187950,133.8925132,190592,8,5,2015,46220,,
2940,8/31/2016,21,408626,214900,149.5726496,202516,8,5,2016,46220,,
2941,8/31/2017,22,430459,225000,166.0299003,217320,8,5,2017,46220,,
2942,8/31/2018,23,456487,250000,179.0425933,234747,8,5,2018,46220,,
2943,8/31/2019,24,467672,249900,174.3653671,243235,8,5,2019,46220,,
2944,8/31/2000,5,55607,94615.53391,59.98074401,73813,8,1,2000,46219,,
2945,8/31/2001,6,58240,101885.4106,63.16381188,78727,8,1,2001,46219,,
2946,8/31/2002,7,58289,102788.5407,63.97146499,79829,8,1,2002,46219,,
2947,8/31/2003,8,57090,100865.5093,64.2929837,79957,8,1,2003,46219,,
2948,8/31/2004,9,55480,102728.0585,65.39335424,81551,8,1,2004,46219,,
2949,8/31/2005,10,62340,107435.1152,69.49375952,87298,8,1,2005,46219,,
2950,8/31/2006,11,61060,108272.5095,70.06350195,88091,8,1,2006,46219,,
2951,8/31/2007,12,58107,108115.5675,69.91037603,87844,8,1,2007,46219,,
2952,8/31/2008,13,59091,103051.8474,69.78060543,87002,8,1,2008,46219,,
2953,8/31/2009,14,53454,93707.97155,66.24461071,81311,8,1,2009,46219,,
2954,8/31/2010,15,54052,89900,66.28797367,81849,8,1,2010,46219,,
2955,8/31/2011,16,42403,85000,65.42003594,72678,8,1,2011,46219,,
2956,8/31/2012,17,43812,79900,61.10335196,73753,8,1,2012,46219,,
2957,8/31/2013,18,43939,85000,66.56252367,75819,8,1,2013,46219,,
2958,8/31/2014,19,49639,94999,67.94570596,83562,8,1,2014,46219,,
2959,8/31/2015,20,50540,89700,65.72134845,84016,8,1,2015,46219,,
2960,8/31/2016,21,52210,90000,71.68784029,89851,8,1,2016,46219,,
2961,8/31/2017,22,60327,99900,78.60684237,100297,8,1,2017,46219,,
2962,8/31/2018,23,69066,122250,88.92783718,111608,8,1,2018,46219,,
2963,8/31/2019,24,76501,129900,95.16865079,119667,8,1,2019,46219,,
2964,8/31/1996,1,86900,126145.6871,71.8827631,93000,8,2,1996,46219,,
2965,8/31/1997,2,73600,120261.9778,61.42280696,79000,8,2,1997,46219,,
2966,8/31/1998,3,81200,115370.2275,68.58950733,87400,8,2,1998,46219,,
2967,8/31/1999,4,84231,101004.0507,65.09958264,81128,8,2,1999,46219,,
2968,8/31/2000,5,70561,94615.53391,59.98074401,73813,8,2,2000,46219,,
2969,8/31/2001,6,74962,101885.4106,63.16381188,78727,8,2,2001,46219,,
2970,8/31/2002,7,75534,102788.5407,63.97146499,79829,8,2,2002,46219,,
2971,8/31/2003,8,75225,100865.5093,64.2929837,79957,8,2,2003,46219,,
2972,8/31/2004,9,74401,102728.0585,65.39335424,81551,8,2,2004,46219,,
2973,8/31/2005,10,80975,107435.1152,69.49375952,87298,8,2,2005,46219,,
2974,8/31/2006,11,79656,108272.5095,70.06350195,88091,8,2,2006,46219,,
2975,8/31/2007,12,79582,108115.5675,69.91037603,87844,8,2,2007,46219,,
2976,8/31/2008,13,78818,103051.8474,69.78060543,87002,8,2,2008,46219,,
2977,8/31/2009,14,71967,93707.97155,66.24461071,81311,8,2,2009,46219,,
2978,8/31/2010,15,71306,89900,66.28797367,81849,8,2,2010,46219,,
2979,8/31/2011,16,58449,85000,65.42003594,72678,8,2,2011,46219,,
2980,8/31/2012,17,57712,79900,61.10335196,73753,8,2,2012,46219,,
2981,8/31/2013,18,60696,85000,66.56252367,75819,8,2,2013,46219,,
2982,8/31/2014,19,66568,94999,67.94570596,83562,8,2,2014,46219,,
2983,8/31/2015,20,67385,89700,65.72134845,84016,8,2,2015,46219,,
2984,8/31/2016,21,70518,90000,71.68784029,89851,8,2,2016,46219,,
2985,8/31/2017,22,79274,99900,78.60684237,100297,8,2,2017,46219,,
2986,8/31/2018,23,87254,122250,88.92783718,111608,8,2,2018,46219,,
2987,8/31/2019,24,96272,129900,95.16865079,119667,8,2,2019,46219,,
2988,8/31/1996,1,93900,126145.6871,71.8827631,93000,8,3,1996,46219,,
2989,8/31/1997,2,83200,120261.9778,61.42280696,79000,8,3,1997,46219,,
2990,8/31/1998,3,88300,115370.2275,68.58950733,87400,8,3,1998,46219,,
2991,8/31/1999,4,81009,101004.0507,65.09958264,81128,8,3,1999,46219,,
2992,8/31/2000,5,74839,94615.53391,59.98074401,73813,8,3,2000,46219,,
2993,8/31/2001,6,80330,101885.4106,63.16381188,78727,8,3,2001,46219,,
2994,8/31/2002,7,81698,102788.5407,63.97146499,79829,8,3,2002,46219,,
2995,8/31/2003,8,81735,100865.5093,64.2929837,79957,8,3,2003,46219,,
2996,8/31/2004,9,83667,102728.0585,65.39335424,81551,8,3,2004,46219,,
2997,8/31/2005,10,89144,107435.1152,69.49375952,87298,8,3,2005,46219,,
2998,8/31/2006,11,90282,108272.5095,70.06350195,88091,8,3,2006,46219,,
2999,8/31/2007,12,90467,108115.5675,69.91037603,87844,8,3,2007,46219,,
3000,8/31/2008,13,89103,103051.8474,69.78060543,87002,8,3,2008,46219,,
3001,8/31/2009,14,83378,93707.97155,66.24461071,81311,8,3,2009,46219,,
3002,8/31/2010,15,83598,89900,66.28797367,81849,8,3,2010,46219,,
3003,8/31/2011,16,75431,85000,65.42003594,72678,8,3,2011,46219,,
3004,8/31/2012,17,76780,79900,61.10335196,73753,8,3,2012,46219,,
3005,8/31/2013,18,77991,85000,66.56252367,75819,8,3,2013,46219,,
3006,8/31/2014,19,86041,94999,67.94570596,83562,8,3,2014,46219,,
3007,8/31/2015,20,85974,89700,65.72134845,84016,8,3,2015,46219,,
3008,8/31/2016,21,92211,90000,71.68784029,89851,8,3,2016,46219,,
3009,8/31/2017,22,102085,99900,78.60684237,100297,8,3,2017,46219,,
3010,8/31/2018,23,113978,122250,88.92783718,111608,8,3,2018,46219,,
3011,8/31/2019,24,121694,129900,95.16865079,119667,8,3,2019,46219,,
3012,8/31/1996,1,120400,126145.6871,71.8827631,93000,8,4,1996,46219,,
3013,8/31/1997,2,114300,120261.9778,61.42280696,79000,8,4,1997,46219,,
3014,8/31/1998,3,115500,115370.2275,68.58950733,87400,8,4,1998,46219,,
3015,8/31/1999,4,102466,101004.0507,65.09958264,81128,8,4,1999,46219,,
3016,8/31/2000,5,88268,94615.53391,59.98074401,73813,8,4,2000,46219,,
3017,8/31/2001,6,96702,101885.4106,63.16381188,78727,8,4,2001,46219,,
3018,8/31/2002,7,99224,102788.5407,63.97146499,79829,8,4,2002,46219,,
3019,8/31/2003,8,99505,100865.5093,64.2929837,79957,8,4,2003,46219,,
3020,8/31/2004,9,102038,102728.0585,65.39335424,81551,8,4,2004,46219,,
3021,8/31/2005,10,110294,107435.1152,69.49375952,87298,8,4,2005,46219,,
3022,8/31/2006,11,115404,108272.5095,70.06350195,88091,8,4,2006,46219,,
3023,8/31/2007,12,115431,108115.5675,69.91037603,87844,8,4,2007,46219,,
3024,8/31/2008,13,115301,103051.8474,69.78060543,87002,8,4,2008,46219,,
3025,8/31/2009,14,110217,93707.97155,66.24461071,81311,8,4,2009,46219,,
3026,8/31/2010,15,111059,89900,66.28797367,81849,8,4,2010,46219,,
3027,8/31/2011,16,101293,85000,65.42003594,72678,8,4,2011,46219,,
3028,8/31/2012,17,102473,79900,61.10335196,73753,8,4,2012,46219,,
3029,8/31/2013,18,108105,85000,66.56252367,75819,8,4,2013,46219,,
3030,8/31/2014,19,115448,94999,67.94570596,83562,8,4,2014,46219,,
3031,8/31/2015,20,115288,89700,65.72134845,84016,8,4,2015,46219,,
3032,8/31/2016,21,123271,90000,71.68784029,89851,8,4,2016,46219,,
3033,8/31/2017,22,133127,99900,78.60684237,100297,8,4,2017,46219,,
3034,8/31/2018,23,144719,122250,88.92783718,111608,8,4,2018,46219,,
3035,8/31/2019,24,155677,129900,95.16865079,119667,8,4,2019,46219,,
3036,8/31/2000,5,108912,94615.53391,59.98074401,73813,8,5,2000,46219,,
3037,8/31/2001,6,114966,101885.4106,63.16381188,78727,8,5,2001,46219,,
3038,8/31/2002,7,115546,102788.5407,63.97146499,79829,8,5,2002,46219,,
3039,8/31/2003,8,113628,100865.5093,64.2929837,79957,8,5,2003,46219,,
3040,8/31/2004,9,115666,102728.0585,65.39335424,81551,8,5,2004,46219,,
3041,8/31/2005,10,124653,107435.1152,69.49375952,87298,8,5,2005,46219,,
3042,8/31/2006,11,122780,108272.5095,70.06350195,88091,8,5,2006,46219,,
3043,8/31/2007,12,123022,108115.5675,69.91037603,87844,8,5,2007,46219,,
3044,8/31/2008,13,123356,103051.8474,69.78060543,87002,8,5,2008,46219,,
3045,8/31/2009,14,121407,93707.97155,66.24461071,81311,8,5,2009,46219,,
3046,8/31/2010,15,122124,89900,66.28797367,81849,8,5,2010,46219,,
3047,8/31/2011,16,112886,85000,65.42003594,72678,8,5,2011,46219,,
3048,8/31/2012,17,117636,79900,61.10335196,73753,8,5,2012,46219,,
3049,8/31/2013,18,124178,85000,66.56252367,75819,8,5,2013,46219,,
3050,8/31/2014,19,137052,94999,67.94570596,83562,8,5,2014,46219,,
3051,8/31/2015,20,134813,89700,65.72134845,84016,8,5,2015,46219,,
3052,8/31/2016,21,141092,90000,71.68784029,89851,8,5,2016,46219,,
3053,8/31/2017,22,158708,99900,78.60684237,100297,8,5,2017,46219,,
3054,8/31/2018,23,168741,122250,88.92783718,111608,8,5,2018,46219,,
3055,8/31/2019,24,179703,129900,95.16865079,119667,8,5,2019,46219,,
3056,8/31/2010,15,64130,113950,77.58189501,110632,8,1,2010,46227,,
3057,8/31/2011,16,57303,117500,78.84615385,103007,8,1,2011,46227,,
3058,8/31/2012,17,52574,114995,78.24074074,106034,8,1,2012,46227,,
3059,8/31/2013,18,54249,118950,83.23293719,110292,8,1,2013,46227,,
3060,8/31/2014,19,62183,120000,79.15257451,117935,8,1,2014,46227,,
3061,8/31/2015,20,64402,124900,84.43759075,117699,8,1,2015,46227,,
3062,8/31/2016,21,69032,129900,90.99527415,126105,8,1,2016,46227,,
3063,8/31/2017,22,73435,137500,96.29029957,134979,8,1,2017,46227,,
3064,8/31/2018,23,84257,149950,104.4905333,148346,8,1,2018,46227,,
3065,8/31/2019,24,89067,165000,107.3782235,155776,8,1,2019,46227,,
3066,8/31/2010,15,81436,113950,77.58189501,110632,8,2,2010,46227,,
3067,8/31/2011,16,73045,117500,78.84615385,103007,8,2,2011,46227,,
3068,8/31/2012,17,73526,114995,78.24074074,106034,8,2,2012,46227,,
3069,8/31/2013,18,73962,118950,83.23293719,110292,8,2,2013,46227,,
3070,8/31/2014,19,81058,120000,79.15257451,117935,8,2,2014,46227,,
3071,8/31/2015,20,80698,124900,84.43759075,117699,8,2,2015,46227,,
3072,8/31/2016,21,86625,129900,90.99527415,126105,8,2,2016,46227,,
3073,8/31/2017,22,95003,137500,96.29029957,134979,8,2,2017,46227,,
3074,8/31/2018,23,104655,149950,104.4905333,148346,8,2,2018,46227,,
3075,8/31/2019,24,111928,165000,107.3782235,155776,8,2,2019,46227,,
3076,8/31/2010,15,110918,113950,77.58189501,110632,8,3,2010,46227,,
3077,8/31/2011,16,103430,117500,78.84615385,103007,8,3,2011,46227,,
3078,8/31/2012,17,106937,114995,78.24074074,106034,8,3,2012,46227,,
3079,8/31/2013,18,111232,118950,83.23293719,110292,8,3,2013,46227,,
3080,8/31/2014,19,118696,120000,79.15257451,117935,8,3,2014,46227,,
3081,8/31/2015,20,118746,124900,84.43759075,117699,8,3,2015,46227,,
3082,8/31/2016,21,126977,129900,90.99527415,126105,8,3,2016,46227,,
3083,8/31/2017,22,135912,137500,96.29029957,134979,8,3,2017,46227,,
3084,8/31/2018,23,149432,149950,104.4905333,148346,8,3,2018,46227,,
