Date,Integer_Year,Median Bedroom Price,Month,No. of Bedrooms,Year,Zip_Code
9/28/1999,4,253809,9,5,1999,46220
9/28/2000,5,275195,9,5,2000,46220
9/28/2001,6,283628,9,5,2001,46220
9/28/2002,7,274803,9,5,2002,46220
9/28/2003,8,297723,9,5,2003,46220
9/28/2004,9,310131,9,5,2004,46220
9/28/2005,10,324896,9,5,2005,46220
9/28/2006,11,344809,9,5,2006,46220
9/28/2007,12,345703,9,5,2007,46220
9/28/2008,13,343775,9,5,2008,46220
9/28/2009,14,344056,9,5,2009,46220
9/28/2010,15,343058,9,5,2010,46220
9/28/2011,16,331376,9,5,2011,46220
9/28/2012,17,344909,9,5,2012,46220
9/28/2013,18,364731,9,5,2013,46220
9/28/2014,19,403413,9,5,2014,46220
9/28/2015,20,390868,9,5,2015,46220
9/28/2016,21,413305,9,5,2016,46220
9/28/2017,22,431539,9,5,2017,46220
9/28/2018,23,457232,9,5,2018,46220
9/28/2019,24,469817,9,5,2019,46220
9/28/2000,5,55354,9,1,2000,46219
9/28/2001,6,58465,9,1,2001,46219
9/28/2002,7,58601,9,1,2002,46219
9/28/2003,8,56679,9,1,2003,46219
9/28/2004,9,55726,9,1,2004,46219
9/28/2005,10,62557,9,1,2005,46219
9/28/2006,11,61155,9,1,2006,46219
9/28/2007,12,57842,9,1,2007,46219
9/28/2008,13,58597,9,1,2008,46219
9/28/2009,14,53753,9,1,2009,46219
9/28/2010,15,53389,9,1,2010,46219
9/28/2011,16,41809,9,1,2011,46219
9/28/2012,17,44047,9,1,2012,46219
9/28/2013,18,44277,9,1,2013,46219
9/28/2014,19,49562,9,1,2014,46219
9/28/2015,20,50907,9,1,2015,46219
9/28/2016,21,52511,9,1,2016,46219
9/28/2017,22,60971,9,1,2017,46219
9/28/2018,23,69392,9,1,2018,46219
9/28/2019,24,77460,9,1,2019,46219
9/28/1996,1,85100,9,2,1996,46219
9/28/1997,2,73700,9,2,1997,46219
9/28/1998,3,81800,9,2,1998,46219
9/28/1999,4,83534,9,2,1999,46219
9/28/2000,5,70420,9,2,2000,46219
9/28/2001,6,74826,9,2,2001,46219
9/28/2002,7,75429,9,2,2002,46219
9/28/2003,8,75420,9,2,2003,46219
9/28/2004,9,74619,9,2,2004,46219
9/28/2005,10,81071,9,2,2005,46219
9/28/2006,11,79890,9,2,2006,46219
9/28/2007,12,79275,9,2,2007,46219
9/28/2008,13,78431,9,2,2008,46219
9/28/2009,14,72015,9,2,2009,46219
9/28/2010,15,69948,9,2,2010,46219
9/28/2011,16,58386,9,2,2011,46219
9/28/2012,17,57892,9,2,2012,46219
9/28/2013,18,60937,9,2,2013,46219
9/28/2014,19,66564,9,2,2014,46219
9/28/2015,20,67772,9,2,2015,46219
9/28/2016,21,71078,9,2,2016,46219
9/28/2017,22,79828,9,2,2017,46219
9/28/2018,23,88065,9,2,2018,46219
9/28/2019,24,96964,9,2,2019,46219
9/28/1996,1,92000,9,3,1996,46219
9/28/1997,2,83100,9,3,1997,46219
9/28/1998,3,89100,9,3,1998,46219
9/28/1999,4,80488,9,3,1999,46219
9/28/2000,5,75269,9,3,2000,46219
9/28/2001,6,80143,9,3,2001,46219
9/28/2002,7,81683,9,3,2002,46219
9/28/2003,8,81860,9,3,2003,46219
9/28/2004,9,83811,9,3,2004,46219
9/28/2005,10,89736,9,3,2005,46219
9/28/2006,11,90437,9,3,2006,46219
9/28/2007,12,90154,9,3,2007,46219
9/28/2008,13,88660,9,3,2008,46219
9/28/2009,14,83642,9,3,2009,46219
9/28/2010,15,82546,9,3,2010,46219
9/28/2011,16,75555,9,3,2011,46219
9/28/2012,17,76778,9,3,2012,46219
9/28/2013,18,78407,9,3,2013,46219
9/28/2014,19,86099,9,3,2014,46219
9/28/2015,20,86344,9,3,2015,46219
9/28/2016,21,93162,9,3,2016,46219
9/28/2017,22,102621,9,3,2017,46219
9/28/2018,23,114846,9,3,2018,46219
9/28/2019,24,122589,9,3,2019,46219
9/28/1996,1,119400,9,4,1996,46219
9/28/1997,2,114300,9,4,1997,46219
9/28/1998,3,115400,9,4,1998,46219
9/28/1999,4,101635,9,4,1999,46219
9/28/2000,5,88558,9,4,2000,46219
9/28/2001,6,96662,9,4,2001,46219
9/28/2002,7,98830,9,4,2002,46219
9/28/2003,8,99903,9,4,2003,46219
9/28/2004,9,102222,9,4,2004,46219
9/28/2005,10,110880,9,4,2005,46219
9/28/2006,11,116246,9,4,2006,46219
9/28/2007,12,115028,9,4,2007,46219
9/28/2008,13,115506,9,4,2008,46219
9/28/2009,14,109666,9,4,2009,46219
9/28/2010,15,109673,9,4,2010,46219
9/28/2011,16,101848,9,4,2011,46219
9/28/2012,17,102759,9,4,2012,46219
9/28/2013,18,108847,9,4,2013,46219
9/28/2014,19,115298,9,4,2014,46219
9/28/2015,20,115448,9,4,2015,46219
9/28/2016,21,124444,9,4,2016,46219
9/28/2017,22,133765,9,4,2017,46219
9/28/2018,23,145594,9,4,2018,46219
9/28/2019,24,156668,9,4,2019,46219
9/28/2000,5,109158,9,5,2000,46219
9/28/2001,6,115051,9,5,2001,46219
9/28/2002,7,114992,9,5,2002,46219
9/28/2003,8,114037,9,5,2003,46219
9/28/2004,9,116066,9,5,2004,46219
9/28/2005,10,124302,9,5,2005,46219
9/28/2006,11,123634,9,5,2006,46219
9/28/2007,12,123008,9,5,2007,46219
9/28/2008,13,122896,9,5,2008,46219
9/28/2009,14,121525,9,5,2009,46219
9/28/2010,15,120745,9,5,2010,46219
9/28/2011,16,113644,9,5,2011,46219
9/28/2012,17,118114,9,5,2012,46219
9/28/2013,18,125340,9,5,2013,46219
9/28/2014,19,136296,9,5,2014,46219
9/28/2015,20,135175,9,5,2015,46219
9/28/2016,21,142814,9,5,2016,46219
9/28/2017,22,159443,9,5,2017,46219
9/28/2018,23,169305,9,5,2018,46219
9/28/2019,24,181234,9,5,2019,46219
9/28/2010,15,63156,9,1,2010,46227
9/28/2011,16,57495,9,1,2011,46227
9/28/2012,17,51448,9,1,2012,46227
9/28/2013,18,55474,9,1,2013,46227
9/28/2014,19,62650,9,1,2014,46227
9/28/2015,20,64102,9,1,2015,46227
9/28/2016,21,70025,9,1,2016,46227
9/28/2017,22,73612,9,1,2017,46227
9/28/2018,23,84908,9,1,2018,46227
9/28/2019,24,89804,9,1,2019,46227
9/28/2010,15,79698,9,2,2010,46227
9/28/2011,16,74026,9,2,2011,46227
9/28/2012,17,72806,9,2,2012,46227
9/28/2013,18,74566,9,2,2013,46227
9/28/2014,19,81178,9,2,2014,46227
9/28/2015,20,80571,9,2,2015,46227
9/28/2016,21,87881,9,2,2016,46227
9/28/2017,22,95303,9,2,2017,46227
9/28/2018,23,105209,9,2,2018,46227
9/28/2019,24,113032,9,2,2019,46227
9/28/2010,15,108725,9,3,2010,46227
9/28/2011,16,104802,9,3,2011,46227
9/28/2012,17,106847,9,3,2012,46227
9/28/2013,18,111653,9,3,2013,46227
9/28/2014,19,118655,9,3,2014,46227
9/28/2015,20,119046,9,3,2015,46227
9/28/2016,21,128423,9,3,2016,46227
9/28/2017,22,136250,9,3,2017,46227
9/28/2018,23,149914,9,3,2018,46227
9/28/2019,24,158014,9,3,2019,46227
9/28/2010,15,129237,9,4,2010,46227
9/28/2011,16,123977,9,4,2011,46227
9/28/2012,17,127337,9,4,2012,46227
9/28/2013,18,131613,9,4,2013,46227
9/28/2014,19,139885,9,4,2014,46227
9/28/2015,20,138940,9,4,2015,46227
9/28/2016,21,149210,9,4,2016,46227
9/28/2017,22,157420,9,4,2017,46227
9/28/2018,23,171602,9,4,2018,46227
9/28/2019,24,180101,9,4,2019,46227
9/28/2010,15,157533,9,5,2010,46227
9/28/2011,16,146967,9,5,2011,46227
9/28/2012,17,149013,9,5,2012,46227
9/28/2013,18,152893,9,5,2013,46227
9/28/2014,19,165088,9,5,2014,46227
9/28/2015,20,161751,9,5,2015,46227
9/28/2016,21,171352,9,5,2016,46227
9/28/2017,22,180970,9,5,2017,46227
9/28/2018,23,195772,9,5,2018,46227
9/28/2019,24,202439,9,5,2019,46227
9/28/2011,16,64443,9,1,2011,46214
9/28/2012,17,61045,9,1,2012,46214
9/28/2013,18,60641,9,1,2013,46214
9/28/2014,19,61590,9,1,2014,46214
9/28/2015,20,58605,9,1,2015,46214
9/28/2016,21,59808,9,1,2016,46214
9/28/2017,22,63837,9,1,2017,46214
9/28/2018,23,69933,9,1,2018,46214
9/28/2019,24,84607,9,1,2019,46214
9/28/1996,1,88900,9,2,1996,46214
9/28/1997,2,83100,9,2,1997,46214
9/28/1998,3,84000,9,2,1998,46214
9/28/1999,4,87900,9,2,1999,46214
9/28/2000,5,90910,9,2,2000,46214
9/28/2001,6,93007,9,2,2001,46214
9/28/2002,7,93577,9,2,2002,46214
9/28/2003,8,95373,9,2,2003,46214
9/28/2004,9,98837,9,2,2004,46214
9/28/2005,10,100499,9,2,2005,46214
9/28/2006,11,95978,9,2,2006,46214
9/28/2007,12,98316,9,2,2007,46214
9/28/2008,13,95304,9,2,2008,46214
9/28/2009,14,92129,9,2,2009,46214
9/28/2010,15,86541,9,2,2010,46214
9/28/2011,16,81253,9,2,2011,46214
9/28/2012,17,78290,9,2,2012,46214
9/28/2013,18,79478,9,2,2013,46214
9/28/2014,19,82309,9,2,2014,46214
9/28/2015,20,81227,9,2,2015,46214
9/28/2016,21,84350,9,2,2016,46214
9/28/2017,22,89535,9,2,2017,46214
9/28/2018,23,99732,9,2,2018,46214
9/28/2019,24,109718,9,2,2019,46214
9/28/1996,1,93900,9,3,1996,46214
9/28/1997,2,90700,9,3,1997,46214
9/28/1998,3,92800,9,3,1998,46214
9/28/1999,4,96400,9,3,1999,46214
9/28/2000,5,97963,9,3,2000,46214
9/28/2001,6,99266,9,3,2001,46214
9/28/2002,7,101636,9,3,2002,46214
9/28/2003,8,105022,9,3,2003,46214
9/28/2004,9,107449,9,3,2004,46214
9/28/2005,10,107593,9,3,2005,46214
9/28/2006,11,112526,9,3,2006,46214
9/28/2007,12,111061,9,3,2007,46214
9/28/2008,13,107657,9,3,2008,46214
9/28/2009,14,106410,9,3,2009,46214
9/28/2010,15,104276,9,3,2010,46214
9/28/2011,16,98682,9,3,2011,46214
9/28/2012,17,97035,9,3,2012,46214
9/28/2013,18,102916,9,3,2013,46214
9/28/2014,19,108656,9,3,2014,46214
9/28/2015,20,108349,9,3,2015,46214
9/28/2016,21,116542,9,3,2016,46214
9/28/2017,22,125213,9,3,2017,46214
9/28/2018,23,139757,9,3,2018,46214
9/28/2019,24,150022,9,3,2019,46214
9/28/1996,1,123300,9,4,1996,46214
9/28/1997,2,119800,9,4,1997,46214
9/28/1998,3,123300,9,4,1998,46214
9/28/1999,4,128130,9,4,1999,46214
9/28/2000,5,108716,9,4,2000,46214
9/28/2001,6,113776,9,4,2001,46214
9/28/2002,7,118405,9,4,2002,46214
9/28/2003,8,122031,9,4,2003,46214
9/28/2004,9,124001,9,4,2004,46214
9/28/2005,10,127489,9,4,2005,46214
9/28/2006,11,130973,9,4,2006,46214
9/28/2007,12,129293,9,4,2007,46214
9/28/2008,13,130782,9,4,2008,46214
9/28/2009,14,128823,9,4,2009,46214
9/28/2010,15,126635,9,4,2010,46214
9/28/2011,16,122226,9,4,2011,46214
9/28/2012,17,120802,9,4,2012,46214
9/28/2013,18,126963,9,4,2013,46214
9/28/2014,19,134242,9,4,2014,46214
9/28/2015,20,133935,9,4,2015,46214
9/28/2016,21,143086,9,4,2016,46214
9/28/2017,22,153246,9,4,2017,46214
9/28/2018,23,166920,9,4,2018,46214
9/28/2019,24,178857,9,4,2019,46214
9/28/2000,5,114953,9,5,2000,46214
9/28/2001,6,120697,9,5,2001,46214
9/28/2002,7,126202,9,5,2002,46214
9/28/2003,8,130529,9,5,2003,46214
9/28/2004,9,133306,9,5,2004,46214
9/28/2005,10,141146,9,5,2005,46214
9/28/2006,11,145938,9,5,2006,46214
9/28/2007,12,143331,9,5,2007,46214
9/28/2008,13,146344,9,5,2008,46214
9/28/2009,14,143586,9,5,2009,46214
9/28/2010,15,139524,9,5,2010,46214
9/28/2011,16,130027,9,5,2011,46214
9/28/2012,17,126715,9,5,2012,46214
9/28/2013,18,132976,9,5,2013,46214
9/28/2014,19,141539,9,5,2014,46214
9/28/2015,20,139986,9,5,2015,46214
9/28/2016,21,150017,9,5,2016,46214
9/28/2017,22,159705,9,5,2017,46214
9/28/2018,23,173782,9,5,2018,46214
9/28/2019,24,187462,9,5,2019,46214
10/28/1996,1,112900,10,1,1996,46220
10/28/1997,2,115900,10,1,1997,46220
10/28/1998,3,122500,10,1,1998,46220
10/28/1999,4,100813,10,1,1999,46220
10/28/2000,5,95538,10,1,2000,46220
10/28/2001,6,99278,10,1,2001,46220
10/28/2002,7,103983,10,1,2002,46220
10/28/2003,8,107212,10,1,2003,46220
10/28/2004,9,111222,10,1,2004,46220
10/28/2005,10,115083,10,1,2005,46220
10/28/2006,11,115428,10,1,2006,46220
10/28/2007,12,117095,10,1,2007,46220
10/28/2008,13,118259,10,1,2008,46220
10/28/2009,14,117903,10,1,2009,46220
10/28/2010,15,111506,10,1,2010,46220
10/28/2011,16,108176,10,1,2011,46220
10/28/2012,17,109491,10,1,2012,46220
10/28/2013,18,120150,10,1,2013,46220
10/28/2014,19,127881,10,1,2014,46220
10/28/2015,20,127486,10,1,2015,46220
10/28/2016,21,139817,10,1,2016,46220
10/28/2017,22,148675,10,1,2017,46220
10/28/2018,23,165345,10,1,2018,46220
10/28/2019,24,171877,10,1,2019,46220
10/28/1996,1,115700,10,2,1996,46220
10/28/1997,2,124200,10,2,1997,46220
10/28/1998,3,136700,10,2,1998,46220
10/28/1999,4,125524,10,2,1999,46220
10/28/2000,5,128893,10,2,2000,46220
10/28/2001,6,131605,10,2,2001,46220
10/28/2002,7,136893,10,2,2002,46220
10/28/2003,8,141456,10,2,2003,46220
10/28/2004,9,145323,10,2,2004,46220
10/28/2005,10,150086,10,2,2005,46220
10/28/2006,11,151123,10,2,2006,46220
10/28/2007,12,151790,10,2,2007,46220
10/28/2008,13,152091,10,2,2008,46220
10/28/2009,14,152646,10,2,2009,46220
10/28/2010,15,150639,10,2,2010,46220
10/28/2011,16,147353,10,2,2011,46220
10/28/2012,17,150650,10,2,2012,46220
10/28/2013,18,160299,10,2,2013,46220
10/28/2014,19,167146,10,2,2014,46220
10/28/2015,20,165263,10,2,2015,46220
10/28/2016,21,179262,10,2,2016,46220
10/28/2017,22,189172,10,2,2017,46220
10/28/2018,23,206281,10,2,2018,46220
10/28/2019,24,214406,10,2,2019,46220
10/28/1996,1,129400,10,3,1996,46220
10/28/1997,2,145900,10,3,1997,46220
10/28/1998,3,154400,10,3,1998,46220
10/28/1999,4,150260,10,3,1999,46220
10/28/2000,5,151636,10,3,2000,46220
10/28/2001,6,153020,10,3,2001,46220
10/28/2002,7,157653,10,3,2002,46220
10/28/2003,8,163127,10,3,2003,46220
10/28/2004,9,168035,10,3,2004,46220
10/28/2005,10,168909,10,3,2005,46220
10/28/2006,11,170662,10,3,2006,46220
10/28/2007,12,172914,10,3,2007,46220
10/28/2008,13,173389,10,3,2008,46220
10/28/2009,14,174237,10,3,2009,46220
10/28/2010,15,169977,10,3,2010,46220
10/28/2011,16,168099,10,3,2011,46220
10/28/2012,17,171223,10,3,2012,46220
10/28/2013,18,181366,10,3,2013,46220
10/28/2014,19,190765,10,3,2014,46220
10/28/2015,20,186610,10,3,2015,46220
10/28/2016,21,203289,10,3,2016,46220
10/28/2017,22,214171,10,3,2017,46220
10/28/2018,23,231845,10,3,2018,46220
10/28/2019,24,242473,10,3,2019,46220
10/28/1996,1,166500,10,4,1996,46220
10/28/1997,2,179300,10,4,1997,46220
10/28/1998,3,193200,10,4,1998,46220
10/28/1999,4,213573,10,4,1999,46220
10/28/2000,5,221687,10,4,2000,46220
10/28/2001,6,225166,10,4,2001,46220
10/28/2002,7,225140,10,4,2002,46220
10/28/2003,8,234666,10,4,2003,46220
10/28/2004,9,242678,10,4,2004,46220
10/28/2005,10,242463,10,4,2005,46220
10/28/2006,11,255286,10,4,2006,46220
10/28/2007,12,251439,10,4,2007,46220
10/28/2008,13,253539,10,4,2008,46220
10/28/2009,14,250140,10,4,2009,46220
10/28/2010,15,241760,10,4,2010,46220
10/28/2011,16,236504,10,4,2011,46220
10/28/2012,17,243963,10,4,2012,46220
10/28/2013,18,258514,10,4,2013,46220
10/28/2014,19,281791,10,4,2014,46220
10/28/2015,20,277988,10,4,2015,46220
10/28/2016,21,295493,10,4,2016,46220
10/28/2017,22,307418,10,4,2017,46220
10/28/2018,23,324145,10,4,2018,46220
10/28/2019,24,336420,10,4,2019,46220
10/28/1996,1,245200,10,5,1996,46220
10/28/1997,2,274400,10,5,1997,46220
10/28/1998,3,292500,10,5,1998,46220
10/28/1999,4,255143,10,5,1999,46220
10/28/2000,5,276341,10,5,2000,46220
10/28/2001,6,283368,10,5,2001,46220
10/28/2002,7,275369,10,5,2002,46220
10/28/2003,8,299815,10,5,2003,46220
10/28/2004,9,310349,10,5,2004,46220
10/28/2005,10,327296,10,5,2005,46220
10/28/2006,11,345649,10,5,2006,46220
10/28/2007,12,346103,10,5,2007,46220
10/28/2008,13,343059,10,5,2008,46220
10/28/2009,14,344804,10,5,2009,46220
10/28/2010,15,339716,10,5,2010,46220
10/28/2011,16,332566,10,5,2011,46220
10/28/2012,17,347531,10,5,2012,46220
10/28/2013,18,367393,10,5,2013,46220
10/28/2014,19,403476,10,5,2014,46220
10/28/2015,20,391996,10,5,2015,46220
10/28/2016,21,413680,10,5,2016,46220
10/28/2017,22,435089,10,5,2017,46220
10/28/2018,23,455780,10,5,2018,46220
10/28/2019,24,473152,10,5,2019,46220
10/28/2000,5,55218,10,1,2000,46219
10/28/2001,6,58637,10,1,2001,46219
10/28/2002,7,59037,10,1,2002,46219
10/28/2003,8,55914,10,1,2003,46219
10/28/2004,9,56238,10,1,2004,46219
10/28/2005,10,62764,10,1,2005,46219
10/28/2006,11,60847,10,1,2006,46219
10/28/2007,12,57730,10,1,2007,46219
10/28/2008,13,58550,10,1,2008,46219
10/28/2009,14,53598,10,1,2009,46219
10/28/2010,15,52826,10,1,2010,46219
10/28/2011,16,41412,10,1,2011,46219
10/28/2012,17,44006,10,1,2012,46219
10/28/2013,18,44555,10,1,2013,46219
10/28/2014,19,50081,10,1,2014,46219
10/28/2015,20,50762,10,1,2015,46219
10/28/2016,21,53272,10,1,2016,46219
10/28/2017,22,61235,10,1,2017,46219
10/28/2018,23,69953,10,1,2018,46219
10/28/2019,24,78247,10,1,2019,46219
10/28/1996,1,83300,10,2,1996,46219
10/28/1997,2,74000,10,2,1997,46219
10/28/1998,3,82300,10,2,1998,46219
10/28/1999,4,82481,10,2,1999,46219
10/28/2000,5,70350,10,2,2000,46219
10/28/2001,6,74855,10,2,2001,46219
10/28/2002,7,75576,10,2,2002,46219
10/28/2003,8,75291,10,2,2003,46219
10/28/2004,9,74904,10,2,2004,46219
10/28/2005,10,81168,10,2,2005,46219
10/28/2006,11,80029,10,2,2006,46219
10/28/2007,12,78990,10,2,2007,46219
10/28/2008,13,78320,10,2,2008,46219
10/28/2009,14,71502,10,2,2009,46219
10/28/2010,15,69211,10,2,2010,46219
10/28/2011,16,58267,10,2,2011,46219
10/28/2012,17,57882,10,2,2012,46219
10/28/2013,18,61203,10,2,2013,46219
10/28/2014,19,66806,10,2,2014,46219
10/28/2015,20,67825,10,2,2015,46219
10/28/2016,21,72015,10,2,2016,46219
10/28/2017,22,80499,10,2,2017,46219
10/28/2018,23,88504,10,2,2018,46219
10/28/2019,24,97771,10,2,2019,46219
10/28/1996,1,90300,10,3,1996,46219
10/28/1997,2,83100,10,3,1997,46219
10/28/1998,3,89900,10,3,1998,46219
10/28/1999,4,79910,10,3,1999,46219
10/28/2000,5,75683,10,3,2000,46219
10/28/2001,6,80205,10,3,2001,46219
10/28/2002,7,81586,10,3,2002,46219
10/28/2003,8,81928,10,3,2003,46219
10/28/2004,9,84069,10,3,2004,46219
10/28/2005,10,90159,10,3,2005,46219
10/28/2006,11,90838,10,3,2006,46219
10/28/2007,12,89572,10,3,2007,46219
10/28/2008,13,88486,10,3,2008,46219
10/28/2009,14,83177,10,3,2009,46219
10/28/2010,15,82534,10,3,2010,46219
10/28/2011,16,75254,10,3,2011,46219
10/28/2012,17,76787,10,3,2012,46219
10/28/2013,18,78887,10,3,2013,46219
10/28/2014,19,86203,10,3,2014,46219
10/28/2015,20,86694,10,3,2015,46219
10/28/2016,21,94108,10,3,2016,46219
10/28/2017,22,103564,10,3,2017,46219
10/28/2018,23,115311,10,3,2018,46219
10/28/2019,24,123571,10,3,2019,46219
10/28/1996,1,118400,10,4,1996,46219
10/28/1997,2,114300,10,4,1997,46219
10/28/1998,3,115100,10,4,1998,46219
10/28/1999,4,100056,10,4,1999,46219
10/28/2000,5,89046,10,4,2000,46219
10/28/2001,6,96977,10,4,2001,46219
10/28/2002,7,98962,10,4,2002,46219
10/28/2003,8,100203,10,4,2003,46219
10/28/2004,9,102273,10,4,2004,46219
10/28/2005,10,111532,10,4,2005,46219
10/28/2006,11,116802,10,4,2006,46219
10/28/2007,12,114885,10,4,2007,46219
10/28/2008,13,115656,10,4,2008,46219
10/28/2009,14,108579,10,4,2009,46219
10/28/2010,15,109575,10,4,2010,46219
10/28/2011,16,101316,10,4,2011,46219
10/28/2012,17,103604,10,4,2012,46219
10/28/2013,18,109302,10,4,2013,46219
10/28/2014,19,115209,10,4,2014,46219
10/28/2015,20,115851,10,4,2015,46219
10/28/2016,21,125470,10,4,2016,46219
10/28/2017,22,134746,10,4,2017,46219
10/28/2018,23,146403,10,4,2018,46219
10/28/2019,24,157533,10,4,2019,46219
10/28/2000,5,109720,10,5,2000,46219
10/28/2001,6,114663,10,5,2001,46219
10/28/2002,7,114738,10,5,2002,46219
10/28/2003,8,114262,10,5,2003,46219
10/28/2004,9,116317,10,5,2004,46219
10/28/2005,10,124177,10,5,2005,46219
10/28/2006,11,124488,10,5,2006,46219
10/28/2007,12,122958,10,5,2007,46219
10/28/2008,13,122495,10,5,2008,46219
10/28/2009,14,120917,10,5,2009,46219
10/28/2010,15,120625,10,5,2010,46219
10/28/2011,16,113538,10,5,2011,46219
10/28/2012,17,119412,10,5,2012,46219
10/28/2013,18,125839,10,5,2013,46219
10/28/2014,19,135596,10,5,2014,46219
10/28/2015,20,135747,10,5,2015,46219
10/28/2016,21,144908,10,5,2016,46219
10/28/2017,22,159948,10,5,2017,46219
10/28/2018,23,169598,10,5,2018,46219
10/28/2019,24,183038,10,5,2019,46219
10/28/1996,1,74000,10,1,1996,46227
10/28/1997,2,67800,10,1,1997,46227
10/28/1998,3,68300,10,1,1998,46227
10/28/1999,4,64600,10,1,1999,46227
10/28/2000,5,51452,10,1,2000,46227
10/28/2001,6,49265,10,1,2001,46227
10/28/2002,7,51248,10,1,2002,46227
10/28/2003,8,55559,10,1,2003,46227
10/28/2004,9,56502,10,1,2004,46227
10/28/2005,10,59984,10,1,2005,46227
10/28/2006,11,61165,10,1,2006,46227
10/28/2007,12,62504,10,1,2007,46227
10/28/2008,13,60489,10,1,2008,46227
10/28/2009,14,59782,10,1,2009,46227
10/28/2010,15,62469,10,1,2010,46227
10/28/2011,16,57500,10,1,2011,46227
10/28/2012,17,50831,10,1,2012,46227
10/28/2013,18,56007,10,1,2013,46227
10/28/2014,19,63562,10,1,2014,46227
10/28/2015,20,63833,10,1,2015,46227
10/28/2016,21,70591,10,1,2016,46227
10/28/2017,22,74512,10,1,2017,46227
10/28/2018,23,84863,10,1,2018,46227
10/28/2019,24,90775,10,1,2019,46227
10/28/1996,1,79000,10,2,1996,46227
10/28/1997,2,72800,10,2,1997,46227
10/28/1998,3,76600,10,2,1998,46227
10/28/1999,4,69084,10,2,1999,46227
10/28/2000,5,69201,10,2,2000,46227
10/28/2001,6,72820,10,2,2001,46227
10/28/2002,7,72924,10,2,2002,46227
10/28/2003,8,74536,10,2,2003,46227
10/28/2004,9,74806,10,2,2004,46227
10/28/2005,10,77804,10,2,2005,46227
10/28/2006,11,80406,10,2,2006,46227
10/28/2007,12,81950,10,2,2007,46227
10/28/2008,13,82177,10,2,2008,46227
10/28/2009,14,81575,10,2,2009,46227
10/28/2010,15,78406,10,2,2010,46227
10/28/2011,16,74835,10,2,2011,46227
10/28/2012,17,72469,10,2,2012,46227
10/28/2013,18,74886,10,2,2013,46227
10/28/2014,19,81372,10,2,2014,46227
10/28/2015,20,80739,10,2,2015,46227
10/28/2016,21,88600,10,2,2016,46227
10/28/2017,22,96077,10,2,2017,46227
10/28/2018,23,105302,10,2,2018,46227
10/28/2019,24,114359,10,2,2019,46227
10/28/1996,1,91100,10,3,1996,46227
10/28/1997,2,90100,10,3,1997,46227
10/28/1998,3,101600,10,3,1998,46227
10/28/1999,4,79172,10,3,1999,46227
10/28/2000,5,95079,10,3,2000,46227
10/28/2001,6,98127,10,3,2001,46227
10/28/2002,7,98430,10,3,2002,46227
10/28/2003,8,101696,10,3,2003,46227
10/28/2004,9,104139,10,3,2004,46227
10/28/2005,10,112259,10,3,2005,46227
10/28/2006,11,114755,10,3,2006,46227
10/28/2007,12,112071,10,3,2007,46227
10/28/2008,13,113411,10,3,2008,46227
10/28/2009,14,110827,10,3,2009,46227
10/28/2010,15,107767,10,3,2010,46227
10/28/2011,16,105333,10,3,2011,46227
10/28/2012,17,107198,10,3,2012,46227
10/28/2013,18,111915,10,3,2013,46227
10/28/2014,19,118750,10,3,2014,46227
10/28/2015,20,119618,10,3,2015,46227
10/28/2016,21,129004,10,3,2016,46227
10/28/2017,22,137578,10,3,2017,46227
10/28/2018,23,150022,10,3,2018,46227
10/28/2019,24,159304,10,3,2019,46227
10/28/1996,1,125900,10,4,1996,46227
10/28/1997,2,124000,10,4,1997,46227
10/28/1998,3,127900,10,4,1998,46227
10/28/1999,4,121600,10,4,1999,46227
10/28/2000,5,115979,10,4,2000,46227
10/28/2001,6,117215,10,4,2001,46227
10/28/2002,7,117329,10,4,2002,46227
10/28/2003,8,119909,10,4,2003,46227
10/28/2004,9,121084,10,4,2004,46227
10/28/2005,10,134391,10,4,2005,46227
10/28/2006,11,134264,10,4,2006,46227
10/28/2007,12,132520,10,4,2007,46227
10/28/2008,13,132816,10,4,2008,46227
10/28/2009,14,131688,10,4,2009,46227
10/28/2010,15,128197,10,4,2010,46227
10/28/2011,16,124554,10,4,2011,46227
10/28/2012,17,127834,10,4,2012,46227
10/28/2013,18,132086,10,4,2013,46227
10/28/2014,19,139631,10,4,2014,46227
10/28/2015,20,139614,10,4,2015,46227
10/28/2016,21,149877,10,4,2016,46227
10/28/2017,22,158777,10,4,2017,46227
10/28/2018,23,171648,10,4,2018,46227
10/28/2019,24,181529,10,4,2019,46227
10/28/2000,5,140857,10,5,2000,46227
10/28/2001,6,141915,10,5,2001,46227
10/28/2002,7,138990,10,5,2002,46227
10/28/2003,8,146290,10,5,2003,46227
10/28/2004,9,148346,10,5,2004,46227
10/28/2005,10,159219,10,5,2005,46227
10/28/2006,11,161531,10,5,2006,46227
10/28/2007,12,158675,10,5,2007,46227
10/28/2008,13,161135,10,5,2008,46227
10/28/2009,14,160632,10,5,2009,46227
10/28/2010,15,155992,10,5,2010,46227
10/28/2011,16,147242,10,5,2011,46227
10/28/2012,17,150127,10,5,2012,46227
10/28/2013,18,153217,10,5,2013,46227
10/28/2014,19,164609,10,5,2014,46227
10/28/2015,20,162663,10,5,2015,46227
10/28/2016,21,172092,10,5,2016,46227
10/28/2017,22,181981,10,5,2017,46227
10/28/2018,23,195669,10,5,2018,46227
10/28/2019,24,204215,10,5,2019,46227
10/28/2010,15,78119,10,1,2010,46214
10/28/2011,16,64323,10,1,2011,46214
