Date,Integer_Year,Median Bedroom Price,Month,No. of Bedrooms,Year,Zip_Code
5/28/2000,5,116511,5,5,2000,46214
5/28/2001,6,118449,5,5,2001,46214
5/28/2002,7,124117,5,5,2002,46214
5/28/2003,8,129035,5,5,2003,46214
5/28/2004,9,131920,5,5,2004,46214
5/28/2005,10,140707,5,5,2005,46214
5/28/2006,11,142800,5,5,2006,46214
5/28/2007,12,144889,5,5,2007,46214
5/28/2008,13,146319,5,5,2008,46214
5/28/2009,14,140288,5,5,2009,46214
5/28/2010,15,146922,5,5,2010,46214
5/28/2011,16,130173,5,5,2011,46214
5/28/2012,17,126624,5,5,2012,46214
5/28/2013,18,131146,5,5,2013,46214
5/28/2014,19,142425,5,5,2014,46214
5/28/2015,20,138331,5,5,2015,46214
5/28/2016,21,143227,5,5,2016,46214
5/28/2017,22,158887,5,5,2017,46214
5/28/2018,23,168661,5,5,2018,46214
5/28/2019,24,182642,5,5,2019,46214
6/28/1996,1,113500,6,1,1996,46220
6/28/1997,2,114000,6,1,1997,46220
6/28/1998,3,121400,6,1,1998,46220
6/28/1999,4,121700,6,1,1999,46220
6/28/2000,5,94247,6,1,2000,46220
6/28/2001,6,100035,6,1,2001,46220
6/28/2002,7,102029,6,1,2002,46220
6/28/2003,8,106510,6,1,2003,46220
6/28/2004,9,109049,6,1,2004,46220
6/28/2005,10,115784,6,1,2005,46220
6/28/2006,11,113329,6,1,2006,46220
6/28/2007,12,117919,6,1,2007,46220
6/28/2008,13,118638,6,1,2008,46220
6/28/2009,14,115362,6,1,2009,46220
6/28/2010,15,117456,6,1,2010,46220
6/28/2011,16,106644,6,1,2011,46220
6/28/2012,17,110734,6,1,2012,46220
6/28/2013,18,112260,6,1,2013,46220
6/28/2014,19,128613,6,1,2014,46220
6/28/2015,20,129540,6,1,2015,46220
6/28/2016,21,132223,6,1,2016,46220
6/28/2017,22,146377,6,1,2017,46220
6/28/2018,23,157548,6,1,2018,46220
6/28/2019,24,171805,6,1,2019,46220
6/28/1996,1,116000,6,2,1996,46220
6/28/1997,2,119600,6,2,1997,46220
6/28/1998,3,135200,6,2,1998,46220
6/28/1999,4,132500,6,2,1999,46220
6/28/2000,5,125626,6,2,2000,46220
6/28/2001,6,131282,6,2,2001,46220
6/28/2002,7,134260,6,2,2002,46220
6/28/2003,8,139701,6,2,2003,46220
6/28/2004,9,144398,6,2,2004,46220
6/28/2005,10,147872,6,2,2005,46220
6/28/2006,11,150995,6,2,2006,46220
6/28/2007,12,151972,6,2,2007,46220
6/28/2008,13,152467,6,2,2008,46220
6/28/2009,14,149093,6,2,2009,46220
6/28/2010,15,157216,6,2,2010,46220
6/28/2011,16,145076,6,2,2011,46220
6/28/2012,17,148840,6,2,2012,46220
6/28/2013,18,156683,6,2,2013,46220
6/28/2014,19,168150,6,2,2014,46220
6/28/2015,20,165850,6,2,2015,46220
6/28/2016,21,170617,6,2,2016,46220
6/28/2017,22,186627,6,2,2017,46220
6/28/2018,23,200065,6,2,2018,46220
6/28/2019,24,212612,6,2,2019,46220
6/28/1996,1,133000,6,3,1996,46220
6/28/1997,2,136800,6,3,1997,46220
6/28/1998,3,156000,6,3,1998,46220
6/28/1999,4,144700,6,3,1999,46220
6/28/2000,5,149269,6,3,2000,46220
6/28/2001,6,152774,6,3,2001,46220
6/28/2002,7,156563,6,3,2002,46220
6/28/2003,8,160921,6,3,2003,46220
6/28/2004,9,166122,6,3,2004,46220
6/28/2005,10,169426,6,3,2005,46220
6/28/2006,11,169418,6,3,2006,46220
6/28/2007,12,171875,6,3,2007,46220
6/28/2008,13,175247,6,3,2008,46220
6/28/2009,14,169551,6,3,2009,46220
6/28/2010,15,177452,6,3,2010,46220
6/28/2011,16,164837,6,3,2011,46220
6/28/2012,17,170175,6,3,2012,46220
6/28/2013,18,177277,6,3,2013,46220
6/28/2014,19,191640,6,3,2014,46220
6/28/2015,20,187418,6,3,2015,46220
6/28/2016,21,193243,6,3,2016,46220
6/28/2017,22,211894,6,3,2017,46220
6/28/2018,23,225489,6,3,2018,46220
6/28/2019,24,239664,6,3,2019,46220
6/28/1996,1,163700,6,4,1996,46220
6/28/1997,2,174600,6,4,1997,46220
6/28/1998,3,189500,6,4,1998,46220
6/28/1999,4,199900,6,4,1999,46220
6/28/2000,5,218187,6,4,2000,46220
6/28/2001,6,226250,6,4,2001,46220
6/28/2002,7,224611,6,4,2002,46220
6/28/2003,8,230621,6,4,2003,46220
6/28/2004,9,239429,6,4,2004,46220
6/28/2005,10,245008,6,4,2005,46220
6/28/2006,11,249134,6,4,2006,46220
6/28/2007,12,253238,6,4,2007,46220
6/28/2008,13,254148,6,4,2008,46220
6/28/2009,14,246169,6,4,2009,46220
6/28/2010,15,253901,6,4,2010,46220
6/28/2011,16,231386,6,4,2011,46220
6/28/2012,17,241807,6,4,2012,46220
6/28/2013,18,251839,6,4,2013,46220
6/28/2014,19,279210,6,4,2014,46220
6/28/2015,20,279883,6,4,2015,46220
6/28/2016,21,284010,6,4,2016,46220
6/28/2017,22,305082,6,4,2017,46220
6/28/2018,23,318414,6,4,2018,46220
6/28/2019,24,332403,6,4,2019,46220
6/28/1996,1,238900,6,5,1996,46220
6/28/1997,2,264200,6,5,1997,46220
6/28/1998,3,290300,6,5,1998,46220
6/28/1999,4,292700,6,5,1999,46220
6/28/2000,5,268581,6,5,2000,46220
6/28/2001,6,283598,6,5,2001,46220
6/28/2002,7,276116,6,5,2002,46220
6/28/2003,8,287251,6,5,2003,46220
6/28/2004,9,305985,6,5,2004,46220
6/28/2005,10,330860,6,5,2005,46220
6/28/2006,11,334182,6,5,2006,46220
6/28/2007,12,347108,6,5,2007,46220
6/28/2008,13,345051,6,5,2008,46220
6/28/2009,14,335914,6,5,2009,46220
6/28/2010,15,358320,6,5,2010,46220
6/28/2011,16,324251,6,5,2011,46220
6/28/2012,17,342062,6,5,2012,46220
6/28/2013,18,358527,6,5,2013,46220
6/28/2014,19,397091,6,5,2014,46220
6/28/2015,20,399180,6,5,2015,46220
6/28/2016,21,399443,6,5,2016,46220
6/28/2017,22,426544,6,5,2017,46220
6/28/2018,23,450703,6,5,2018,46220
6/28/2019,24,467428,6,5,2019,46220
6/28/2000,5,56360,6,1,2000,46219
6/28/2001,6,57370,6,1,2001,46219
6/28/2002,7,58771,6,1,2002,46219
6/28/2003,8,57160,6,1,2003,46219
6/28/2004,9,55585,6,1,2004,46219
6/28/2005,10,60951,6,1,2005,46219
6/28/2006,11,61754,6,1,2006,46219
6/28/2007,12,58083,6,1,2007,46219
6/28/2008,13,60409,6,1,2008,46219
6/28/2009,14,52688,6,1,2009,46219
6/28/2010,15,55147,6,1,2010,46219
6/28/2011,16,44204,6,1,2011,46219
6/28/2012,17,43157,6,1,2012,46219
6/28/2013,18,43276,6,1,2013,46219
6/28/2014,19,49512,6,1,2014,46219
6/28/2015,20,50365,6,1,2015,46219
6/28/2016,21,51344,6,1,2016,46219
6/28/2017,22,58604,6,1,2017,46219
6/28/2018,23,66935,6,1,2018,46219
6/28/2019,24,75979,6,1,2019,46219
6/28/1996,1,90600,6,2,1996,46219
6/28/1997,2,74000,6,2,1997,46219
6/28/1998,3,79800,6,2,1998,46219
6/28/1999,4,85300,6,2,1999,46219
6/28/2000,5,70979,6,2,2000,46219
6/28/2001,6,74357,6,2,2001,46219
6/28/2002,7,76293,6,2,2002,46219
6/28/2003,8,74608,6,2,2003,46219
6/28/2004,9,74385,6,2,2004,46219
6/28/2005,10,80449,6,2,2005,46219
6/28/2006,11,79376,6,2,2006,46219
6/28/2007,12,80169,6,2,2007,46219
6/28/2008,13,79354,6,2,2008,46219
6/28/2009,14,71827,6,2,2009,46219
6/28/2010,15,73662,6,2,2010,46219
6/28/2011,16,59923,6,2,2011,46219
6/28/2012,17,56795,6,2,2012,46219
6/28/2013,18,59715,6,2,2013,46219
6/28/2014,19,66428,6,2,2014,46219
6/28/2015,20,67269,6,2,2015,46219
6/28/2016,21,69654,6,2,2016,46219
6/28/2017,22,77317,6,2,2017,46219
6/28/2018,23,84698,6,2,2018,46219
6/28/2019,24,96061,6,2,2019,46219
6/28/1996,1,98000,6,3,1996,46219
6/28/1997,2,83500,6,3,1997,46219
6/28/1998,3,86400,6,3,1998,46219
6/28/1999,4,93000,6,3,1999,46219
6/28/2000,5,74709,6,3,2000,46219
6/28/2001,6,79634,6,3,2001,46219
6/28/2002,7,81976,6,3,2002,46219
6/28/2003,8,81461,6,3,2003,46219
6/28/2004,9,83156,6,3,2004,46219
6/28/2005,10,88084,6,3,2005,46219
6/28/2006,11,90282,6,3,2006,46219
6/28/2007,12,91222,6,3,2007,46219
6/28/2008,13,89581,6,3,2008,46219
6/28/2009,14,82150,6,3,2009,46219
6/28/2010,15,86064,6,3,2010,46219
6/28/2011,16,76106,6,3,2011,46219
6/28/2012,17,76003,6,3,2012,46219
6/28/2013,18,77501,6,3,2013,46219
6/28/2014,19,85278,6,3,2014,46219
6/28/2015,20,86122,6,3,2015,46219
6/28/2016,21,90574,6,3,2016,46219
6/28/2017,22,99816,6,3,2017,46219
6/28/2018,23,110729,6,3,2018,46219
6/28/2019,24,121757,6,3,2019,46219
6/28/1996,1,122700,6,4,1996,46219
6/28/1997,2,114400,6,4,1997,46219
6/28/1998,3,115500,6,4,1998,46219
6/28/1999,4,110400,6,4,1999,46219
6/28/2000,5,87276,6,4,2000,46219
6/28/2001,6,96396,6,4,2001,46219
6/28/2002,7,100285,6,4,2002,46219
6/28/2003,8,98822,6,4,2003,46219
6/28/2004,9,101166,6,4,2004,46219
6/28/2005,10,109124,6,4,2005,46219
6/28/2006,11,114396,6,4,2006,46219
6/28/2007,12,116359,6,4,2007,46219
6/28/2008,13,115287,6,4,2008,46219
6/28/2009,14,109409,6,4,2009,46219
6/28/2010,15,113686,6,4,2010,46219
6/28/2011,16,101408,6,4,2011,46219
6/28/2012,17,102010,6,4,2012,46219
6/28/2013,18,106402,6,4,2013,46219
6/28/2014,19,115661,6,4,2014,46219
6/28/2015,20,115463,6,4,2015,46219
6/28/2016,21,120589,6,4,2016,46219
6/28/2017,22,131221,6,4,2017,46219
6/28/2018,23,141945,6,4,2018,46219
6/28/2019,24,154968,6,4,2019,46219
6/28/2000,5,108316,6,5,2000,46219
6/28/2001,6,115281,6,5,2001,46219
6/28/2002,7,116301,6,5,2002,46219
6/28/2003,8,113238,6,5,2003,46219
6/28/2004,9,114571,6,5,2004,46219
6/28/2005,10,124973,6,5,2005,46219
6/28/2006,11,122015,6,5,2006,46219
6/28/2007,12,123623,6,5,2007,46219
6/28/2008,13,124330,6,5,2008,46219
6/28/2009,14,118992,6,5,2009,46219
6/28/2010,15,123946,6,5,2010,46219
6/28/2011,16,114053,6,5,2011,46219
6/28/2012,17,116114,6,5,2012,46219
6/28/2013,18,122277,6,5,2013,46219
6/28/2014,19,137247,6,5,2014,46219
6/28/2015,20,135614,6,5,2015,46219
6/28/2016,21,137601,6,5,2016,46219
6/28/2017,22,156159,6,5,2017,46219
6/28/2018,23,164697,6,5,2018,46219
6/28/2019,24,179740,6,5,2019,46219
6/28/2010,15,64447,6,1,2010,46227
6/28/2011,16,57454,6,1,2011,46227
6/28/2012,17,54470,6,1,2012,46227
6/28/2013,18,52292,6,1,2013,46227
6/28/2014,19,61034,6,1,2014,46227
6/28/2015,20,65673,6,1,2015,46227
6/28/2016,21,66464,6,1,2016,46227
6/28/2017,22,73084,6,1,2017,46227
6/28/2018,23,81237,6,1,2018,46227
6/28/2019,24,89180,6,1,2019,46227
6/28/2010,15,83397,6,2,2010,46227
6/28/2011,16,72874,6,2,2011,46227
6/28/2012,17,74106,6,2,2012,46227
6/28/2013,18,73210,6,2,2013,46227
6/28/2014,19,79946,6,2,2014,46227
6/28/2015,20,82116,6,2,2015,46227
6/28/2016,21,83903,6,2,2016,46227
6/28/2017,22,93453,6,2,2017,46227
6/28/2018,23,102143,6,2,2018,46227
6/28/2019,24,111465,6,2,2019,46227
6/28/2010,15,113376,6,3,2010,46227
6/28/2011,16,102776,6,3,2011,46227
6/28/2012,17,106766,6,3,2012,46227
6/28/2013,18,110158,6,3,2013,46227
6/28/2014,19,118151,6,3,2014,46227
6/28/2015,20,119350,6,3,2015,46227
6/28/2016,21,123948,6,3,2016,46227
6/28/2017,22,134270,6,3,2017,46227
6/28/2018,23,146500,6,3,2018,46227
6/28/2019,24,156147,6,3,2019,46227
6/28/2010,15,134064,6,4,2010,46227
6/28/2011,16,121887,6,4,2011,46227
6/28/2012,17,126770,6,4,2012,46227
6/28/2013,18,131009,6,4,2013,46227
6/28/2014,19,139642,6,4,2014,46227
6/28/2015,20,138782,6,4,2015,46227
6/28/2016,21,144158,6,4,2016,46227
6/28/2017,22,155545,6,4,2017,46227
6/28/2018,23,168171,6,4,2018,46227
6/28/2019,24,177942,6,4,2019,46227
6/28/2010,15,162298,6,5,2010,46227
6/28/2011,16,145943,6,5,2011,46227
6/28/2012,17,148239,6,5,2012,46227
6/28/2013,18,152818,6,5,2013,46227
6/28/2014,19,164017,6,5,2014,46227
6/28/2015,20,162786,6,5,2015,46227
6/28/2016,21,165446,6,5,2016,46227
6/28/2017,22,179196,6,5,2017,46227
6/28/2018,23,191600,6,5,2018,46227
6/28/2019,24,200764,6,5,2019,46227
6/28/2011,16,67298,6,1,2011,46214
6/28/2012,17,60744,6,1,2012,46214
6/28/2013,18,60324,6,1,2013,46214
6/28/2014,19,62769,6,1,2014,46214
6/28/2015,20,59078,6,1,2015,46214
6/28/2016,21,58714,6,1,2016,46214
6/28/2017,22,62571,6,1,2017,46214
6/28/2018,23,68184,6,1,2018,46214
6/28/2019,24,80624,6,1,2019,46214
6/28/1996,1,91900,6,2,1996,46214
6/28/1997,2,83600,6,2,1997,46214
6/28/1998,3,83500,6,2,1998,46214
6/28/1999,4,86700,6,2,1999,46214
6/28/2000,5,90313,6,2,2000,46214
6/28/2001,6,93390,6,2,2001,46214
6/28/2002,7,93352,6,2,2002,46214
6/28/2003,8,94403,6,2,2003,46214
6/28/2004,9,97673,6,2,2004,46214
6/28/2005,10,100847,6,2,2005,46214
6/28/2006,11,97633,6,2,2006,46214
6/28/2007,12,97429,6,2,2007,46214
6/28/2008,13,96169,6,2,2008,46214
6/28/2009,14,91158,6,2,2009,46214
6/28/2010,15,90745,6,2,2010,46214
6/28/2011,16,81618,6,2,2011,46214
6/28/2012,17,78601,6,2,2012,46214
6/28/2013,18,78211,6,2,2013,46214
6/28/2014,19,83016,6,2,2014,46214
6/28/2015,20,82131,6,2,2015,46214
6/28/2016,21,81547,6,2,2016,46214
6/28/2017,22,88260,6,2,2017,46214
6/28/2018,23,96489,6,2,2018,46214
6/28/2019,24,107921,6,2,2019,46214
6/28/1996,1,96600,6,3,1996,46214
6/28/1997,2,90500,6,3,1997,46214
6/28/1998,3,92400,6,3,1998,46214
6/28/1999,4,95000,6,3,1999,46214
6/28/2000,5,95456,6,3,2000,46214
6/28/2001,6,99176,6,3,2001,46214
6/28/2002,7,100693,6,3,2002,46214
6/28/2003,8,104485,6,3,2003,46214
6/28/2004,9,107177,6,3,2004,46214
6/28/2005,10,107022,6,3,2005,46214
6/28/2006,11,111116,6,3,2006,46214
6/28/2007,12,111920,6,3,2007,46214
6/28/2008,13,109551,6,3,2008,46214
6/28/2009,14,103639,6,3,2009,46214
6/28/2010,15,109072,6,3,2010,46214
6/28/2011,16,97441,6,3,2011,46214
6/28/2012,17,97817,6,3,2012,46214
6/28/2013,18,100898,6,3,2013,46214
6/28/2014,19,108789,6,3,2014,46214
6/28/2015,20,107873,6,3,2015,46214
6/28/2016,21,112889,6,3,2016,46214
6/28/2017,22,123542,6,3,2017,46214
6/28/2018,23,135407,6,3,2018,46214
6/28/2019,24,148099,6,3,2019,46214
6/28/1996,1,126700,6,4,1996,46214
6/28/1997,2,119400,6,4,1997,46214
6/28/1998,3,123100,6,4,1998,46214
6/28/1999,4,120100,6,4,1999,46214
6/28/2000,5,110646,6,4,2000,46214
6/28/2001,6,113156,6,4,2001,46214
6/28/2002,7,117764,6,4,2002,46214
6/28/2003,8,121347,6,4,2003,46214
6/28/2004,9,123768,6,4,2004,46214
6/28/2005,10,126007,6,4,2005,46214
6/28/2006,11,130206,6,4,2006,46214
6/28/2007,12,130256,6,4,2007,46214
6/28/2008,13,131006,6,4,2008,46214
6/28/2009,14,126374,6,4,2009,46214
6/28/2010,15,131662,6,4,2010,46214
6/28/2011,16,120307,6,4,2011,46214
6/28/2012,17,121489,6,4,2012,46214
6/28/2013,18,125048,6,4,2013,46214
6/28/2014,19,134142,6,4,2014,46214
6/28/2015,20,133787,6,4,2015,46214
6/28/2016,21,138275,6,4,2016,46214
6/28/2017,22,151893,6,4,2017,46214
6/28/2018,23,163100,6,4,2018,46214
6/28/2019,24,175909,6,4,2019,46214
6/28/2000,5,115726,6,5,2000,46214
6/28/2001,6,119285,6,5,2001,46214
6/28/2002,7,124739,6,5,2002,46214
6/28/2003,8,129406,6,5,2003,46214
6/28/2004,9,131971,6,5,2004,46214
6/28/2005,10,141255,6,5,2005,46214
6/28/2006,11,143936,6,5,2006,46214
6/28/2007,12,143746,6,5,2007,46214
6/28/2008,13,146625,6,5,2008,46214
6/28/2009,14,140885,6,5,2009,46214
6/28/2010,15,146239,6,5,2010,46214
6/28/2011,16,128824,6,5,2011,46214
6/28/2012,17,126911,6,5,2012,46214
6/28/2013,18,132027,6,5,2013,46214
6/28/2014,19,141729,6,5,2014,46214
6/28/2015,20,139305,6,5,2015,46214
6/28/2016,21,144197,6,5,2016,46214
6/28/2017,22,159636,6,5,2017,46214
6/28/2018,23,169797,6,5,2018,46214
6/28/2019,24,183781,6,5,2019,46214
7/28/1996,1,113400,7,1,1996,46220
7/28/1997,2,114400,7,1,1997,46220
7/28/1998,3,121800,7,1,1998,46220
7/28/1999,4,103537,7,1,1999,46220
7/28/2000,5,94485,7,1,2000,46220
7/28/2001,6,99642,7,1,2001,46220
7/28/2002,7,102817,7,1,2002,46220
7/28/2003,8,106714,7,1,2003,46220
7/28/2004,9,109368,7,1,2004,46220
7/28/2005,10,116147,7,1,2005,46220
7/28/2006,11,112927,7,1,2006,46220
7/28/2007,12,118240,7,1,2007,46220
7/28/2008,13,118349,7,1,2008,46220
7/28/2009,14,116540,7,1,2009,46220
7/28/2010,15,116102,7,1,2010,46220
7/28/2011,16,106133,7,1,2011,46220
7/28/2012,17,110932,7,1,2012,46220
7/28/2013,18,114664,7,1,2013,46220
7/28/2014,19,127588,7,1,2014,46220
7/28/2015,20,128803,7,1,2015,46220
7/28/2016,21,134721,7,1,2016,46220
7/28/2017,22,146536,7,1,2017,46220
7/28/2018,23,160265,7,1,2018,46220
7/28/2019,24,171280,7,1,2019,46220
7/28/1996,1,115900,7,2,1996,46220
7/28/1997,2,120600,7,2,1997,46220
7/28/1998,3,136000,7,2,1998,46220
7/28/1999,4,127869,7,2,1999,46220
7/28/2000,5,126339,7,2,2000,46220
7/28/2001,6,131229,7,2,2001,46220
7/28/2002,7,135015,7,2,2002,46220
7/28/2003,8,139951,7,2,2003,46220
7/28/2004,9,144481,7,2,2004,46220
7/28/2005,10,149110,7,2,2005,46220
7/28/2006,11,150241,7,2,2006,46220
7/28/2007,12,152257,7,2,2007,46220
7/28/2008,13,152514,7,2,2008,46220
7/28/2009,14,149883,7,2,2009,46220
7/28/2010,15,156137,7,2,2010,46220
7/28/2011,16,144656,7,2,2011,46220
7/28/2012,17,149763,7,2,2012,46220
7/28/2013,18,157557,7,2,2013,46220
7/28/2014,19,167850,7,2,2014,46220
7/28/2015,20,165532,7,2,2015,46220
7/28/2016,21,172792,7,2,2016,46220
7/28/2017,22,187237,7,2,2017,46220
7/28/2018,23,202332,7,2,2018,46220
7/28/2019,24,212510,7,2,2019,46220
7/28/1996,1,132000,7,3,1996,46220
7/28/1997,2,139100,7,3,1997,46220
7/28/1998,3,156100,7,3,1998,46220
7/28/1999,4,152273,7,3,1999,46220
7/28/2000,5,149704,7,3,2000,46220
7/28/2001,6,152677,7,3,2001,46220
7/28/2002,7,156855,7,3,2002,46220
7/28/2003,8,161421,7,3,2003,46220
7/28/2004,9,166497,7,3,2004,46220
7/28/2005,10,169923,7,3,2005,46220
7/28/2006,11,168963,7,3,2006,46220
7/28/2007,12,172237,7,3,2007,46220
7/28/2008,13,175196,7,3,2008,46220
7/28/2009,14,170735,7,3,2009,46220
7/28/2010,15,175894,7,3,2010,46220
7/28/2011,16,164890,7,3,2011,46220
7/28/2012,17,170903,7,3,2012,46220
7/28/2013,18,177825,7,3,2013,46220
7/28/2014,19,191897,7,3,2014,46220
7/28/2015,20,186816,7,3,2015,46220
7/28/2016,21,195740,7,3,2016,46220
7/28/2017,22,212624,7,3,2017,46220
7/28/2018,23,227657,7,3,2018,46220
7/28/2019,24,239861,7,3,2019,46220
7/28/1996,1,164300,7,4,1996,46220
7/28/1997,2,175700,7,4,1997,46220
7/28/1998,3,190500,7,4,1998,46220
7/28/1999,4,212290,7,4,1999,46220
7/28/2000,5,219708,7,4,2000,46220
7/28/2001,6,225388,7,4,2001,46220
7/28/2002,7,224429,7,4,2002,46220
7/28/2003,8,231688,7,4,2003,46220
7/28/2004,9,240722,7,4,2004,46220
7/28/2005,10,243484,7,4,2005,46220
7/28/2006,11,251169,7,4,2006,46220
7/28/2007,12,252675,7,4,2007,46220
7/28/2008,13,254379,7,4,2008,46220
7/28/2009,14,247099,7,4,2009,46220
7/28/2010,15,251621,7,4,2010,46220
7/28/2011,16,231405,7,4,2011,46220
7/28/2012,17,242783,7,4,2012,46220
7/28/2013,18,252788,7,4,2013,46220
7/28/2014,19,280766,7,4,2014,46220
7/28/2015,20,278912,7,4,2015,46220
7/28/2016,21,287258,7,4,2016,46220
7/28/2017,22,305544,7,4,2017,46220
7/28/2018,23,320783,7,4,2018,46220
7/28/2019,24,332703,7,4,2019,46220
7/28/1996,1,240400,7,5,1996,46220
7/28/1997,2,266900,7,5,1997,46220
7/28/1998,3,291400,7,5,1998,46220
7/28/1999,4,253778,7,5,1999,46220
7/28/2000,5,271397,7,5,2000,46220
7/28/2001,6,282357,7,5,2001,46220
7/28/2002,7,275360,7,5,2002,46220
7/28/2003,8,290138,7,5,2003,46220
7/28/2004,9,309078,7,5,2004,46220
7/28/2005,10,326707,7,5,2005,46220
7/28/2006,11,338872,7,5,2006,46220
7/28/2007,12,346116,7,5,2007,46220
7/28/2008,13,344715,7,5,2008,46220
7/28/2009,14,339010,7,5,2009,46220
7/28/2010,15,354876,7,5,2010,46220
7/28/2011,16,323840,7,5,2011,46220
7/28/2012,17,344863,7,5,2012,46220
7/28/2013,18,358915,7,5,2013,46220
7/28/2014,19,400786,7,5,2014,46220
7/28/2015,20,395806,7,5,2015,46220
7/28/2016,21,403958,7,5,2016,46220
7/28/2017,22,428259,7,5,2017,46220
7/28/2018,23,453643,7,5,2018,46220
7/28/2019,24,467651,7,5,2019,46220
7/28/2000,5,55892,7,1,2000,46219
7/28/2001,6,57931,7,1,2001,46219
7/28/2002,7,58348,7,1,2002,46219
7/28/2003,8,57289,7,1,2003,46219
7/28/2004,9,55402,7,1,2004,46219
7/28/2005,10,61825,7,1,2005,46219
7/28/2006,11,61232,7,1,2006,46219
7/28/2007,12,58274,7,1,2007,46219
7/28/2008,13,60075,7,1,2008,46219
7/28/2009,14,52586,7,1,2009,46219
7/28/2010,15,54628,7,1,2010,46219
7/28/2011,16,43236,7,1,2011,46219
7/28/2012,17,43699,7,1,2012,46219
7/28/2013,18,43473,7,1,2013,46219
7/28/2014,19,49590,7,1,2014,46219
7/28/2015,20,50456,7,1,2015,46219
7/28/2016,21,51778,7,1,2016,46219
7/28/2017,22,59530,7,1,2017,46219
7/28/2018,23,68127,7,1,2018,46219
7/28/2019,24,76108,7,1,2019,46219
7/28/1996,1,88800,7,2,1996,46219
7/28/1997,2,73700,7,2,1997,46219
7/28/1998,3,80500,7,2,1998,46219
7/28/1999,4,85600,7,2,1999,46219
7/28/2000,5,70709,7,2,2000,46219
7/28/2001,6,74768,7,2,2001,46219
7/28/2002,7,75740,7,2,2002,46219
7/28/2003,8,74838,7,2,2003,46219
7/28/2004,9,74500,7,2,2004,46219
7/28/2005,10,80689,7,2,2005,46219
7/28/2006,11,79458,7,2,2006,46219
7/28/2007,12,79931,7,2,2007,46219
7/28/2008,13,79268,7,2,2008,46219
7/28/2009,14,71716,7,2,2009,46219
7/28/2010,15,72615,7,2,2010,46219
7/28/2011,16,58877,7,2,2011,46219
7/28/2012,17,57521,7,2,2012,46219
7/28/2013,18,60157,7,2,2013,46219
7/28/2014,19,66448,7,2,2014,46219
7/28/2015,20,67376,7,2,2015,46219
7/28/2016,21,70074,7,2,2016,46219
7/28/2017,22,78214,7,2,2017,46219
7/28/2018,23,86039,7,2,2018,46219
7/28/2019,24,96159,7,2,2019,46219
7/28/1996,1,95900,7,3,1996,46219
7/28/1997,2,83300,7,3,1997,46219
7/28/1998,3,87300,7,3,1998,46219
7/28/1999,4,93400,7,3,1999,46219
7/28/2000,5,74787,7,3,2000,46219
7/28/2001,6,79958,7,3,2001,46219
7/28/2002,7,81758,7,3,2002,46219
7/28/2003,8,81623,7,3,2003,46219
7/28/2004,9,83437,7,3,2004,46219
7/28/2005,10,88617,7,3,2005,46219
7/28/2006,11,90177,7,3,2006,46219
7/28/2007,12,90894,7,3,2007,46219
7/28/2008,13,89402,7,3,2008,46219
7/28/2009,14,82824,7,3,2009,46219
7/28/2010,15,84839,7,3,2010,46219
7/28/2011,16,75464,7,3,2011,46219
7/28/2012,17,76799,7,3,2012,46219
7/28/2013,18,77576,7,3,2013,46219
7/28/2014,19,85608,7,3,2014,46219
7/28/2015,20,86095,7,3,2015,46219
7/28/2016,21,91291,7,3,2016,46219
7/28/2017,22,100915,7,3,2017,46219
7/28/2018,23,112481,7,3,2018,46219
7/28/2019,24,121650,7,3,2019,46219
7/28/1996,1,121500,7,4,1996,46219
7/28/1997,2,114300,7,4,1997,46219
7/28/1998,3,115600,7,4,1998,46219
7/28/1999,4,109700,7,4,1999,46219
7/28/2000,5,87586,7,4,2000,46219
7/28/2001,6,96746,7,4,2001,46219
7/28/2002,7,99649,7,4,2002,46219
7/28/2003,8,99136,7,4,2003,46219
7/28/2004,9,101690,7,4,2004,46219
7/28/2005,10,109793,7,4,2005,46219
7/28/2006,11,114823,7,4,2006,46219
7/28/2007,12,115854,7,4,2007,46219
7/28/2008,13,115218,7,4,2008,46219
7/28/2009,14,110088,7,4,2009,46219
7/28/2010,15,112520,7,4,2010,46219
7/28/2011,16,100825,7,4,2011,46219
7/28/2012,17,102689,7,4,2012,46219
7/28/2013,18,106958,7,4,2013,46219
7/28/2014,19,115543,7,4,2014,46219
7/28/2015,20,115538,7,4,2015,46219
7/28/2016,21,121806,7,4,2016,46219
7/28/2017,22,132147,7,4,2017,46219
7/28/2018,23,143393,7,4,2018,46219
7/28/2019,24,155305,7,4,2019,46219
7/28/2000,5,108501,7,5,2000,46219
7/28/2001,6,115259,7,5,2001,46219
7/28/2002,7,115954,7,5,2002,46219
7/28/2003,8,113303,7,5,2003,46219
7/28/2004,9,115261,7,5,2004,46219
7/28/2005,10,125093,7,5,2005,46219
7/28/2006,11,122106,7,5,2006,46219
7/28/2007,12,122985,7,5,2007,46219
7/28/2008,13,123984,7,5,2008,46219
7/28/2009,14,120878,7,5,2009,46219
7/28/2010,15,123075,7,5,2010,46219
7/28/2011,16,112738,7,5,2011,46219
7/28/2012,17,117114,7,5,2012,46219
7/28/2013,18,123045,7,5,2013,46219
7/28/2014,19,137559,7,5,2014,46219
7/28/2015,20,135073,7,5,2015,46219
7/28/2016,21,139231,7,5,2016,46219
7/28/2017,22,157353,7,5,2017,46219
7/28/2018,23,166838,7,5,2018,46219
