Date,Integer_Year,Median Bedroom Price,Month,No. of Bedrooms,Year,Zip_Code,Median List Price Calculated,Median Market Value (Single Family),Median List Price per SqFt Calculated
2001-04-28,6,286248.0,4,5,2001,46220,66448.94919,155838.0,53.83424131
2002-04-28,7,276255.0,4,5,2002,46220,89772.76411,158987.0,64.88002436
2003-04-28,8,284905.0,4,5,2003,46220,100006.9575,163360.0,71.62635355
2004-04-28,9,300690.0,4,5,2004,46220,111499.5695,169083.0,78.66402005
2005-04-28,10,333733.0,4,5,2005,46220,136599.1198,171853.0,90.31076867
2006-04-28,11,327218.0,4,5,2006,46220,133355.1255,172201.0,93.06937972
2007-04-28,12,349065.0,4,5,2007,46220,145779.4561,175061.0,100.6438373
2008-04-28,13,347346.0,4,5,2008,46220,162086.0803,177494.0,109.49880159999998
2009-04-28,14,332024.0,4,5,2009,46220,159361.1164,170867.0,113.00368590000002
2010-04-28,15,358331.0,4,5,2010,46220,179800.0,180978.0,123.1770833
2011-04-28,16,332192.0,4,5,2011,46220,170000.0,169401.0,128.6482335
2012-04-28,17,333301.0,4,5,2012,46220,179900.0,169833.0,127.02305049999998
2013-04-28,18,353965.0,4,5,2013,46220,174900.0,177703.0,138.7626263
2014-04-28,19,394935.0,4,5,2014,46220,183900.0,196949.0,135.634248
2015-04-28,20,398896.0,4,5,2015,46220,194900.0,191194.0,140.48608190000002
2016-04-28,21,400068.0,4,5,2016,46220,205000.0,196203.0,152.3879736
2017-04-28,22,418350.0,4,5,2017,46220,225000.0,212293.0,160.2068145
2018-04-28,23,444920.0,4,5,2018,46220,259949.5,225563.0,180.379741
2019-04-28,24,465849.0,4,5,2019,46220,255000.0,242892.0,176.6138855
2010-04-28,15,54414.0,4,1,2010,46219,89500.0,84003.0,65.67982456
2011-04-28,16,46449.0,4,1,2011,46219,78900.0,76475.0,64.46862599
2012-04-28,17,42420.0,4,1,2012,46219,87300.0,71301.0,61.93446069
2013-04-28,18,43020.0,4,1,2013,46219,84900.0,74206.0,65.85368335
2014-04-28,19,49265.0,4,1,2014,46219,89900.0,82834.0,67.06713781
2015-04-28,20,49539.0,4,1,2015,46219,89900.0,83330.0,67.80673181
2016-04-28,21,51310.0,4,1,2016,46219,91400.0,87547.0,69.93006993
2017-04-28,22,57128.0,4,1,2017,46219,88900.0,95861.0,67.40196078
2018-04-28,23,63598.0,4,1,2018,46219,110000.0,105141.0,85.26474375
2019-04-28,24,75761.0,4,1,2019,46219,123900.0,119187.0,94.87374286
2010-04-28,15,73823.0,4,2,2010,46219,89500.0,84003.0,65.67982456
2011-04-28,16,62955.0,4,2,2011,46219,78900.0,76475.0,64.46862599
2012-04-28,17,55889.0,4,2,2012,46219,87300.0,71301.0,61.93446069
2013-04-28,18,58607.0,4,2,2013,46219,84900.0,74206.0,65.85368335
2014-04-28,19,66525.0,4,2,2014,46219,89900.0,82834.0,67.06713781
2015-04-28,20,66327.0,4,2,2015,46219,89900.0,83330.0,67.80673181
2016-04-28,21,69530.0,4,2,2016,46219,91400.0,87547.0,69.93006993
2017-04-28,22,75768.0,4,2,2017,46219,88900.0,95861.0,67.40196078
2018-04-28,23,81872.0,4,2,2018,46219,110000.0,105141.0,85.26474375
2019-04-28,24,95352.0,4,2,2019,46219,123900.0,119187.0,94.87374286
2010-04-28,15,85802.0,4,3,2010,46219,89500.0,84003.0,65.67982456
2011-04-28,16,79132.0,4,3,2011,46219,78900.0,76475.0,64.46862599
2012-04-28,17,74129.0,4,3,2012,46219,87300.0,71301.0,61.93446069
2013-04-28,18,76868.0,4,3,2013,46219,84900.0,74206.0,65.85368335
2014-04-28,19,84957.0,4,3,2014,46219,89900.0,82834.0,67.06713781
2015-04-28,20,85461.0,4,3,2015,46219,89900.0,83330.0,67.80673181
2016-04-28,21,89931.0,4,3,2016,46219,91400.0,87547.0,69.93006993
2017-04-28,22,97825.0,4,3,2017,46219,88900.0,95861.0,67.40196078
2018-04-28,23,107520.0,4,3,2018,46219,110000.0,105141.0,85.26474375
2019-04-28,24,121066.0,4,3,2019,46219,123900.0,119187.0,94.87374286
2010-04-28,15,113344.0,4,4,2010,46219,89500.0,84003.0,65.67982456
2011-04-28,16,105673.0,4,4,2011,46219,78900.0,76475.0,64.46862599
2012-04-28,17,99310.0,4,4,2012,46219,87300.0,71301.0,61.93446069
2013-04-28,18,105792.0,4,4,2013,46219,84900.0,74206.0,65.85368335
2014-04-28,19,115718.0,4,4,2014,46219,89900.0,82834.0,67.06713781
2015-04-28,20,113713.0,4,4,2015,46219,89900.0,83330.0,67.80673181
2016-04-28,21,120130.0,4,4,2016,46219,91400.0,87547.0,69.93006993
2017-04-28,22,129253.0,4,4,2017,46219,88900.0,95861.0,67.40196078
2018-04-28,23,138882.0,4,4,2018,46219,110000.0,105141.0,85.26474375
2019-04-28,24,153548.0,4,4,2019,46219,123900.0,119187.0,94.87374286
2010-04-28,15,124849.0,4,5,2010,46219,89500.0,84003.0,65.67982456
2011-04-28,16,117911.0,4,5,2011,46219,78900.0,76475.0,64.46862599
2012-04-28,17,113321.0,4,5,2012,46219,87300.0,71301.0,61.93446069
2013-04-28,18,121581.0,4,5,2013,46219,84900.0,74206.0,65.85368335
2014-04-28,19,136353.0,4,5,2014,46219,89900.0,82834.0,67.06713781
2015-04-28,20,134074.0,4,5,2015,46219,89900.0,83330.0,67.80673181
2016-04-28,21,137519.0,4,5,2016,46219,91400.0,87547.0,69.93006993
2017-04-28,22,152656.0,4,5,2017,46219,88900.0,95861.0,67.40196078
2018-04-28,23,161350.0,4,5,2018,46219,110000.0,105141.0,85.26474375
2019-04-28,24,178647.0,4,5,2019,46219,123900.0,119187.0,94.87374286
1996-04-28,1,80200.0,4,1,1996,46227,96362.14553,105100.0,69.03578049
1997-04-28,2,69000.0,4,1,1997,46227,80715.52399,87000.0,60.30409061
1998-04-28,3,67400.0,4,1,1998,46227,86405.9387,93500.0,64.36844278
1999-04-28,4,67100.0,4,1,1999,46227,91683.42607,98700.0,67.43178102
2000-04-28,5,52469.0,4,1,2000,46227,82335.36866000001,87522.0,62.16672703
2001-04-28,6,49775.0,4,1,2001,46227,89943.19996,95297.0,66.5254505
2002-04-28,7,52043.0,4,1,2002,46227,92756.95683,97769.0,68.21412769
2003-04-28,8,52084.0,4,1,2003,46227,92992.92834,97521.0,68.58729624
2004-04-28,9,55559.0,4,1,2004,46227,95183.28572,99534.0,70.13960746
2005-04-28,10,59202.0,4,1,2005,46227,105197.9724,108546.0,74.53550835
2006-04-28,11,61108.0,4,1,2006,46227,108842.0462,112200.0,76.92760166
2007-04-28,12,60969.0,4,1,2007,46227,111457.4683,113988.0,78.08098859
2008-04-28,13,63140.0,4,1,2008,46227,111778.0619,113338.0,78.04811803
2009-04-28,14,57740.0,4,1,2009,46227,108334.5379,107859.0,75.31050449
2010-04-28,15,64419.0,4,1,2010,46227,112900.0,113433.0,79.23951314
2011-04-28,16,58922.0,4,1,2011,46227,109975.0,105082.0,74.4555624
2012-04-28,17,54566.0,4,1,2012,46227,110000.0,104488.0,73.90873016
2013-04-28,18,51383.0,4,1,2013,46227,110000.0,107179.0,77.57763975
2014-04-28,19,60144.0,4,1,2014,46227,119900.0,117334.0,80.10204082
2015-04-28,20,65680.0,4,1,2015,46227,124900.0,117828.0,81.84143223
2016-04-28,21,65577.0,4,1,2016,46227,125000.0,122317.0,87.32098116
2017-04-28,22,71889.0,4,1,2017,46227,130000.0,130805.0,90.90189873
2018-04-28,23,77865.0,4,1,2018,46227,142499.5,142641.0,99.9034749
2019-04-28,24,89535.0,4,1,2019,46227,154900.0,154168.0,104.1666667
1996-04-28,1,86500.0,4,2,1996,46227,96362.14553,105100.0,69.03578049
1997-04-28,2,73900.0,4,2,1997,46227,80715.52399,87000.0,60.30409061
1998-04-28,3,74400.0,4,2,1998,46227,86405.9387,93500.0,64.36844278
1999-04-28,4,76800.0,4,2,1999,46227,91683.42607,98700.0,67.43178102
2000-04-28,5,66598.0,4,2,2000,46227,82335.36866000001,87522.0,62.16672703
2001-04-28,6,71181.0,4,2,2001,46227,89943.19996,95297.0,66.5254505
2002-04-28,7,75358.0,4,2,2002,46227,92756.95683,97769.0,68.21412769
2003-04-28,8,73568.0,4,2,2003,46227,92992.92834,97521.0,68.58729624
2004-04-28,9,72610.0,4,2,2004,46227,95183.28572,99534.0,70.13960746
2005-04-28,10,77202.0,4,2,2005,46227,105197.9724,108546.0,74.53550835
2006-04-28,11,79136.0,4,2,2006,46227,108842.0462,112200.0,76.92760166
2007-04-28,12,81359.0,4,2,2007,46227,111457.4683,113988.0,78.08098859
2008-04-28,13,83086.0,4,2,2008,46227,111778.0619,113338.0,78.04811803
2009-04-28,14,79018.0,4,2,2009,46227,108334.5379,107859.0,75.31050449
2010-04-28,15,83891.0,4,2,2010,46227,112900.0,113433.0,79.23951314
2011-04-28,16,75214.0,4,2,2011,46227,109975.0,105082.0,74.4555624
2012-04-28,17,73579.0,4,2,2012,46227,110000.0,104488.0,73.90873016
2013-04-28,18,72097.0,4,2,2013,46227,110000.0,107179.0,77.57763975
2014-04-28,19,79132.0,4,2,2014,46227,119900.0,117334.0,80.10204082
2015-04-28,20,82427.0,4,2,2015,46227,124900.0,117828.0,81.84143223
2016-04-28,21,83315.0,4,2,2016,46227,125000.0,122317.0,87.32098116
2017-04-28,22,90938.0,4,2,2017,46227,130000.0,130805.0,90.90189873
2018-04-28,23,99482.0,4,2,2018,46227,142499.5,142641.0,99.9034749
2019-04-28,24,110933.0,4,2,2019,46227,154900.0,154168.0,104.1666667
1996-04-28,1,104600.0,4,3,1996,46227,96362.14553,105100.0,69.03578049
1997-04-28,2,88000.0,4,3,1997,46227,80715.52399,87000.0,60.30409061
1998-04-28,3,94800.0,4,3,1998,46227,86405.9387,93500.0,64.36844278
1999-04-28,4,99800.0,4,3,1999,46227,91683.42607,98700.0,67.43178102
2000-04-28,5,89552.0,4,3,2000,46227,82335.36866000001,87522.0,62.16672703
2001-04-28,6,96925.0,4,3,2001,46227,89943.19996,95297.0,66.5254505
2002-04-28,7,99407.0,4,3,2002,46227,92756.95683,97769.0,68.21412769
2003-04-28,8,99474.0,4,3,2003,46227,92992.92834,97521.0,68.58729624
2004-04-28,9,101697.0,4,3,2004,46227,95183.28572,99534.0,70.13960746
2005-04-28,10,109195.0,4,3,2005,46227,105197.9724,108546.0,74.53550835
2006-04-28,11,112955.0,4,3,2006,46227,108842.0462,112200.0,76.92760166
2007-04-28,12,114475.0,4,3,2007,46227,111457.4683,113988.0,78.08098859
2008-04-28,13,113818.0,4,3,2008,46227,111778.0619,113338.0,78.04811803
2009-04-28,14,108233.0,4,3,2009,46227,108334.5379,107859.0,75.31050449
2010-04-28,15,113531.0,4,3,2010,46227,112900.0,113433.0,79.23951314
2011-04-28,16,105544.0,4,3,2011,46227,109975.0,105082.0,74.4555624
2012-04-28,17,104993.0,4,3,2012,46227,110000.0,104488.0,73.90873016
2013-04-28,18,108299.0,4,3,2013,46227,110000.0,107179.0,77.57763975
2014-04-28,19,118268.0,4,3,2014,46227,119900.0,117334.0,80.10204082
2015-04-28,20,118555.0,4,3,2015,46227,124900.0,117828.0,81.84143223
2016-04-28,21,123362.0,4,3,2016,46227,125000.0,122317.0,87.32098116
2017-04-28,22,131723.0,4,3,2017,46227,130000.0,130805.0,90.90189873
2018-04-28,23,143737.0,4,3,2018,46227,142499.5,142641.0,99.9034749
2019-04-28,24,155060.0,4,3,2019,46227,154900.0,154168.0,104.1666667
1996-04-28,1,133000.0,4,4,1996,46227,96362.14553,105100.0,69.03578049
1997-04-28,2,122700.0,4,4,1997,46227,80715.52399,87000.0,60.30409061
1998-04-28,3,126800.0,4,4,1998,46227,86405.9387,93500.0,64.36844278
1999-04-28,4,124800.0,4,4,1999,46227,91683.42607,98700.0,67.43178102
2000-04-28,5,106307.0,4,4,2000,46227,82335.36866000001,87522.0,62.16672703
2001-04-28,6,118735.0,4,4,2001,46227,89943.19996,95297.0,66.5254505
2002-04-28,7,118497.0,4,4,2002,46227,92756.95683,97769.0,68.21412769
2003-04-28,8,118730.0,4,4,2003,46227,92992.92834,97521.0,68.58729624
2004-04-28,9,118536.0,4,4,2004,46227,95183.28572,99534.0,70.13960746
2005-04-28,10,130112.0,4,4,2005,46227,105197.9724,108546.0,74.53550835
2006-04-28,11,132274.0,4,4,2006,46227,108842.0462,112200.0,76.92760166
2007-04-28,12,135767.0,4,4,2007,46227,111457.4683,113988.0,78.08098859
2008-04-28,13,132520.0,4,4,2008,46227,111778.0619,113338.0,78.04811803
2009-04-28,14,128662.0,4,4,2009,46227,108334.5379,107859.0,75.31050449
2010-04-28,15,134793.0,4,4,2010,46227,112900.0,113433.0,79.23951314
2011-04-28,16,124367.0,4,4,2011,46227,109975.0,105082.0,74.4555624
2012-04-28,17,124547.0,4,4,2012,46227,110000.0,104488.0,73.90873016
2013-04-28,18,129710.0,4,4,2013,46227,110000.0,107179.0,77.57763975
2014-04-28,19,139871.0,4,4,2014,46227,119900.0,117334.0,80.10204082
2015-04-28,20,137841.0,4,4,2015,46227,124900.0,117828.0,81.84143223
2016-04-28,21,143531.0,4,4,2016,46227,125000.0,122317.0,87.32098116
2017-04-28,22,152874.0,4,4,2017,46227,130000.0,130805.0,90.90189873
2018-04-28,23,164984.0,4,4,2018,46227,142499.5,142641.0,99.9034749
2019-04-28,24,176962.0,4,4,2019,46227,154900.0,154168.0,104.1666667
2000-04-28,5,137176.0,4,5,2000,46227,82335.36866000001,87522.0,62.16672703
2001-04-28,6,142606.0,4,5,2001,46227,89943.19996,95297.0,66.5254505
2002-04-28,7,140978.0,4,5,2002,46227,92756.95683,97769.0,68.21412769
2003-04-28,8,143157.0,4,5,2003,46227,92992.92834,97521.0,68.58729624
2004-04-28,9,144300.0,4,5,2004,46227,95183.28572,99534.0,70.13960746
2005-04-28,10,158045.0,4,5,2005,46227,105197.9724,108546.0,74.53550835
2006-04-28,11,157304.0,4,5,2006,46227,108842.0462,112200.0,76.92760166
2007-04-28,12,162456.0,4,5,2007,46227,111457.4683,113988.0,78.08098859
2008-04-28,13,159551.0,4,5,2008,46227,111778.0619,113338.0,78.04811803
2009-04-28,14,158785.0,4,5,2009,46227,108334.5379,107859.0,75.31050449
2010-04-28,15,162299.0,4,5,2010,46227,112900.0,113433.0,79.23951314
2011-04-28,16,150128.0,4,5,2011,46227,109975.0,105082.0,74.4555624
2012-04-28,17,145953.0,4,5,2012,46227,110000.0,104488.0,73.90873016
2013-04-28,18,151503.0,4,5,2013,46227,110000.0,107179.0,77.57763975
2014-04-28,19,163193.0,4,5,2014,46227,119900.0,117334.0,80.10204082
2015-04-28,20,162753.0,4,5,2015,46227,124900.0,117828.0,81.84143223
2016-04-28,21,165329.0,4,5,2016,46227,125000.0,122317.0,87.32098116
2017-04-28,22,175974.0,4,5,2017,46227,130000.0,130805.0,90.90189873
2018-04-28,23,187644.0,4,5,2018,46227,142499.5,142641.0,99.9034749
2019-04-28,24,200340.0,4,5,2019,46227,154900.0,154168.0,104.1666667
2011-04-28,16,68694.0,4,1,2011,46214,115000.0,108772.0,70.89552239
2012-04-28,17,62465.0,4,1,2012,46214,116000.0,106434.0,68.63799283
2013-04-28,18,60531.0,4,1,2013,46214,118500.0,107861.0,68.42791911
2014-04-28,19,61603.0,4,1,2014,46214,117400.0,118370.0,72.75132275
2015-04-28,20,59298.0,4,1,2015,46214,117900.0,115820.0,77.64390897
2016-04-28,21,59190.0,4,1,2016,46214,124450.0,121273.0,78.02433787
2017-04-28,22,61224.0,4,1,2017,46214,130950.0,130057.0,80.82193214
2018-04-28,23,66942.0,4,1,2018,46214,144900.0,141612.0,88.89802632
2019-04-28,24,77715.0,4,1,2019,46214,159900.0,155180.0,93.32579186
1996-04-28,1,94000.0,4,2,1996,46214,121594.5938,107700.0,69.9168335
1997-04-28,2,84300.0,4,2,1997,46214,110993.3222,100600.0,66.1478316
1998-04-28,3,83200.0,4,2,1998,46214,97361.60739,105900.0,68.87801251
1999-04-28,4,85900.0,4,2,1999,46214,118566.7452,102700.0,67.15310843
2000-04-28,5,91064.0,4,2,2000,46214,125305.0169,99459.0,65.40671512
2001-04-28,6,92313.0,4,2,2001,46214,128730.6898,104872.0,68.19612245
2002-04-28,7,93003.0,4,2,2002,46214,122219.2125,108219.0,69.90268206
2003-04-28,8,93560.0,4,2,2003,46214,123179.665,112888.0,72.30213843
2004-04-28,9,96337.0,4,2,2004,46214,126755.1567,115690.0,73.72304848
2005-04-28,10,102301.0,4,2,2005,46214,128964.1461,113957.0,72.76703965
2006-04-28,11,97903.0,4,2,2006,46214,132559.835,119107.0,75.41860141
2007-04-28,12,97581.0,4,2,2007,46214,135544.9965,119801.0,75.73465039
2008-04-28,13,96864.0,4,2,2008,46214,130803.592,118044.0,74.7660625
2009-04-28,14,90124.0,4,2,2009,46214,122475.2728,110123.0,70.56675179999998
2010-04-28,15,91420.0,4,2,2010,46214,124900.0,118193.0,75.50624298
2011-04-28,16,84267.0,4,2,2011,46214,115000.0,108772.0,70.89552239
2012-04-28,17,78523.0,4,2,2012,46214,116000.0,106434.0,68.63799283
2013-04-28,18,77820.0,4,2,2013,46214,118500.0,107861.0,68.42791911
2014-04-28,19,82631.0,4,2,2014,46214,117400.0,118370.0,72.75132275
2015-04-28,20,81249.0,4,2,2015,46214,117900.0,115820.0,77.64390897
2016-04-28,21,82461.0,4,2,2016,46214,124450.0,121273.0,78.02433787
2017-04-28,22,86501.0,4,2,2017,46214,130950.0,130057.0,80.82193214
2018-04-28,23,94781.0,4,2,2018,46214,144900.0,141612.0,88.89802632
2019-04-28,24,106206.0,4,2,2019,46214,159900.0,155180.0,93.32579186
1996-04-28,1,98600.0,4,3,1996,46214,121594.5938,107700.0,69.9168335
1997-04-28,2,90700.0,4,3,1997,46214,110993.3222,100600.0,66.1478316
1998-04-28,3,91900.0,4,3,1998,46214,97361.60739,105900.0,68.87801251
1999-04-28,4,94300.0,4,3,1999,46214,118566.7452,102700.0,67.15310843
2000-04-28,5,93383.0,4,3,2000,46214,125305.0169,99459.0,65.40671512
2001-04-28,6,98545.0,4,3,2001,46214,128730.6898,104872.0,68.19612245
2002-04-28,7,99820.0,4,3,2002,46214,122219.2125,108219.0,69.90268206
2003-04-28,8,103835.0,4,3,2003,46214,123179.665,112888.0,72.30213843
2004-04-28,9,106970.0,4,3,2004,46214,126755.1567,115690.0,73.72304848
2005-04-28,10,106215.0,4,3,2005,46214,128964.1461,113957.0,72.76703965
2006-04-28,11,111208.0,4,3,2006,46214,132559.835,119107.0,75.41860141
2007-04-28,12,112545.0,4,3,2007,46214,135544.9965,119801.0,75.73465039
2008-04-28,13,110193.0,4,3,2008,46214,130803.592,118044.0,74.7660625
2009-04-28,14,102161.0,4,3,2009,46214,122475.2728,110123.0,70.56675179999998
2010-04-28,15,109587.0,4,3,2010,46214,124900.0,118193.0,75.50624298
2011-04-28,16,100166.0,4,3,2011,46214,115000.0,108772.0,70.89552239
2012-04-28,17,97455.0,4,3,2012,46214,116000.0,106434.0,68.63799283
2013-04-28,18,98822.0,4,3,2013,46214,118500.0,107861.0,68.42791911
2014-04-28,19,109019.0,4,3,2014,46214,117400.0,118370.0,72.75132275
2015-04-28,20,106677.0,4,3,2015,46214,117900.0,115820.0,77.64390897
2016-04-28,21,112735.0,4,3,2016,46214,124450.0,121273.0,78.02433787
2017-04-28,22,121357.0,4,3,2017,46214,130950.0,130057.0,80.82193214
2018-04-28,23,132334.0,4,3,2018,46214,144900.0,141612.0,88.89802632
2019-04-28,24,146566.0,4,3,2019,46214,159900.0,155180.0,93.32579186
1996-04-28,1,129200.0,4,4,1996,46214,121594.5938,107700.0,69.9168335
1997-04-28,2,119400.0,4,4,1997,46214,110993.3222,100600.0,66.1478316
1998-04-28,3,122500.0,4,4,1998,46214,97361.60739,105900.0,68.87801251
1999-04-28,4,121000.0,4,4,1999,46214,118566.7452,102700.0,67.15310843
2000-04-28,5,113187.0,4,4,2000,46214,125305.0169,99459.0,65.40671512
2001-04-28,6,112027.0,4,4,2001,46214,128730.6898,104872.0,68.19612245
2002-04-28,7,117060.0,4,4,2002,46214,122219.2125,108219.0,69.90268206
2003-04-28,8,120661.0,4,4,2003,46214,123179.665,112888.0,72.30213843
2004-04-28,9,123602.0,4,4,2004,46214,126755.1567,115690.0,73.72304848
2005-04-28,10,124859.0,4,4,2005,46214,128964.1461,113957.0,72.76703965
2006-04-28,11,129329.0,4,4,2006,46214,132559.835,119107.0,75.41860141
2007-04-28,12,131628.0,4,4,2007,46214,135544.9965,119801.0,75.73465039
2008-04-28,13,131185.0,4,4,2008,46214,130803.592,118044.0,74.7660625
2009-04-28,14,124793.0,4,4,2009,46214,122475.2728,110123.0,70.56675179999998
2010-04-28,15,132491.0,4,4,2010,46214,124900.0,118193.0,75.50624298
2011-04-28,16,123009.0,4,4,2011,46214,115000.0,108772.0,70.89552239
2012-04-28,17,120117.0,4,4,2012,46214,116000.0,106434.0,68.63799283
2013-04-28,18,122812.0,4,4,2013,46214,118500.0,107861.0,68.42791911
2014-04-28,19,135347.0,4,4,2014,46214,117400.0,118370.0,72.75132275
2015-04-28,20,132192.0,4,4,2015,46214,117900.0,115820.0,77.64390897
2016-04-28,21,137786.0,4,4,2016,46214,124450.0,121273.0,78.02433787
2017-04-28,22,149261.0,4,4,2017,46214,130950.0,130057.0,80.82193214
2018-04-28,23,160435.0,4,4,2018,46214,144900.0,141612.0,88.89802632
2019-04-28,24,174016.0,4,4,2019,46214,159900.0,155180.0,93.32579186
2000-04-28,5,117000.0,4,5,2000,46214,125305.0169,99459.0,65.40671512
2001-04-28,6,117879.0,4,5,2001,46214,128730.6898,104872.0,68.19612245
2002-04-28,7,123237.0,4,5,2002,46214,122219.2125,108219.0,69.90268206
2003-04-28,8,128648.0,4,5,2003,46214,123179.665,112888.0,72.30213843
2004-04-28,9,131594.0,4,5,2004,46214,126755.1567,115690.0,73.72304848
2005-04-28,10,140234.0,4,5,2005,46214,128964.1461,113957.0,72.76703965
2006-04-28,11,141692.0,4,5,2006,46214,132559.835,119107.0,75.41860141
2007-04-28,12,145916.0,4,5,2007,46214,135544.9965,119801.0,75.73465039
2008-04-28,13,146422.0,4,5,2008,46214,130803.592,118044.0,74.7660625
2009-04-28,14,139615.0,4,5,2009,46214,122475.2728,110123.0,70.56675179999998
2010-04-28,15,147092.0,4,5,2010,46214,124900.0,118193.0,75.50624298
2011-04-28,16,132272.0,4,5,2011,46214,115000.0,108772.0,70.89552239
2012-04-28,17,125879.0,4,5,2012,46214,116000.0,106434.0,68.63799283
2013-04-28,18,130231.0,4,5,2013,46214,118500.0,107861.0,68.42791911
2014-04-28,19,142270.0,4,5,2014,46214,117400.0,118370.0,72.75132275
2015-04-28,20,137969.0,4,5,2015,46214,117900.0,115820.0,77.64390897
2016-04-28,21,143485.0,4,5,2016,46214,124450.0,121273.0,78.02433787
2017-04-28,22,157205.0,4,5,2017,46214,130950.0,130057.0,80.82193214
2018-04-28,23,167168.0,4,5,2018,46214,144900.0,141612.0,88.89802632
2019-04-28,24,181662.0,4,5,2019,46214,159900.0,155180.0,93.32579186
1996-05-28,1,113700.0,5,1,1996,46220,66144.81219,135100.0,40.15331946
1997-05-28,2,113700.0,5,1,1997,46220,103366.257,132800.0,68.05418362
1998-05-28,3,120800.0,5,1,1998,46220,99356.94095,156200.0,60.79412303
1999-05-28,4,121900.0,5,1,1999,46220,125536.6478,143500.0,83.54973555
2000-05-28,5,94827.0,5,1,2000,46220,63475.57379,154342.0,38.82970064
2001-05-28,6,99211.0,5,1,2001,46220,76574.84908,156333.0,48.81490064
2002-05-28,7,101572.0,5,1,2002,46220,95380.29559,159444.0,62.51047879
2003-05-28,8,106425.0,5,1,2003,46220,104458.0972,164002.0,69.05132184
2004-05-28,9,108998.0,5,1,2004,46220,116035.2653,169315.0,77.15200501
2005-05-28,10,114563.0,5,1,2005,46220,133634.6047,171610.0,90.20647642
2006-05-28,11,113876.0,5,1,2006,46220,132092.8652,172880.0,90.13951703
2007-05-28,12,118286.0,5,1,2007,46220,148293.1662,174648.0,102.3466525
2008-05-28,13,117957.0,5,1,2008,46220,161007.0431,177360.0,111.8843796
2009-05-28,14,115017.0,5,1,2009,46220,158510.1089,171736.0,112.853668
2010-05-28,15,118394.0,5,1,2010,46220,179900.0,180449.0,124.7044218
2011-05-28,16,107092.0,5,1,2011,46220,169949.5,167706.0,129.7619048
2012-05-28,17,110503.0,5,1,2012,46220,179900.0,172018.0,129.4536817
2013-05-28,18,110199.0,5,1,2013,46220,174900.0,179084.0,136.3610956
2014-05-28,19,130209.0,5,1,2014,46220,189900.0,196489.0,135.8776584
2015-05-28,20,128635.0,5,1,2015,46220,194500.0,191751.0,138.23523830000002
2016-05-28,21,130926.0,5,1,2016,46220,214700.0,195697.0,152.63888889999996
2017-05-28,22,145674.0,5,1,2017,46220,234450.0,214523.0,161.05338319999996
2018-05-28,23,155514.0,5,1,2018,46220,274900.0,227859.0,176.04355719999995
2019-05-28,24,171884.0,5,1,2019,46220,257900.0,243411.0,180.8926368
1996-05-28,1,116100.0,5,2,1996,46220,66144.81219,135100.0,40.15331946
1997-05-28,2,118700.0,5,2,1997,46220,103366.257,132800.0,68.05418362
1998-05-28,3,134300.0,5,2,1998,46220,99356.94095,156200.0,60.79412303
1999-05-28,4,133100.0,5,2,1999,46220,125536.6478,143500.0,83.54973555
2000-05-28,5,124901.0,5,2,2000,46220,63475.57379,154342.0,38.82970064
2001-05-28,6,131168.0,5,2,2001,46220,76574.84908,156333.0,48.81490064
2002-05-28,7,134096.0,5,2,2002,46220,95380.29559,159444.0,62.51047879
2003-05-28,8,139317.0,5,2,2003,46220,104458.0972,164002.0,69.05132184
2004-05-28,9,144471.0,5,2,2004,46220,116035.2653,169315.0,77.15200501
2005-05-28,10,146431.0,5,2,2005,46220,133634.6047,171610.0,90.20647642
2006-05-28,11,151472.0,5,2,2006,46220,132092.8652,172880.0,90.13951703
2007-05-28,12,152313.0,5,2,2007,46220,148293.1662,174648.0,102.3466525
2008-05-28,13,152111.0,5,2,2008,46220,161007.0431,177360.0,111.8843796
2009-05-28,14,148792.0,5,2,2009,46220,158510.1089,171736.0,112.853668
2010-05-28,15,157307.0,5,2,2010,46220,179900.0,180449.0,124.7044218
2011-05-28,16,146138.0,5,2,2011,46220,169949.5,167706.0,129.7619048
2012-05-28,17,148153.0,5,2,2012,46220,179900.0,172018.0,129.4536817
2013-05-28,18,155123.0,5,2,2013,46220,174900.0,179084.0,136.3610956
2014-05-28,19,169043.0,5,2,2014,46220,189900.0,196489.0,135.8776584
2015-05-28,20,165141.0,5,2,2015,46220,194500.0,191751.0,138.23523830000002
2016-05-28,21,169463.0,5,2,2016,46220,214700.0,195697.0,152.63888889999996
2017-05-28,22,185726.0,5,2,2017,46220,234450.0,214523.0,161.05338319999996
2018-05-28,23,198068.0,5,2,2018,46220,274900.0,227859.0,176.04355719999995
2019-05-28,24,212483.0,5,2,2019,46220,257900.0,243411.0,180.8926368
1996-05-28,1,134100.0,5,3,1996,46220,66144.81219,135100.0,40.15331946
1997-05-28,2,134600.0,5,3,1997,46220,103366.257,132800.0,68.05418362
1998-05-28,3,155600.0,5,3,1998,46220,99356.94095,156200.0,60.79412303
1999-05-28,4,145400.0,5,3,1999,46220,125536.6478,143500.0,83.54973555
2000-05-28,5,149602.0,5,3,2000,46220,63475.57379,154342.0,38.82970064
2001-05-28,6,152030.0,5,3,2001,46220,76574.84908,156333.0,48.81490064
2002-05-28,7,156002.0,5,3,2002,46220,95380.29559,159444.0,62.51047879
2003-05-28,8,160486.0,5,3,2003,46220,104458.0972,164002.0,69.05132184
2004-05-28,9,165894.0,5,3,2004,46220,116035.2653,169315.0,77.15200501
