,Date,% of Homes Decreasing in Value,% of Homes Increasing in Value,% of Listings with Price Reduction,Median % Reduction,Median List Price,Median List Price per Square Foot,Median Market Value (Single Family),Median Price 1 Bedroom,Median Price 2 Bedroom,Median Price 3 Bedroom,Median Price 4 Bedroom,Median Price 5 Bedroom,Sales per Month,Zip_Code,Date.1,Year,Month,Day
6147,1998-08-31,,,,,,,106300.0,,83800.0,92700.0,123300.0,,,46214,1998-08-31,1998,08,31
6148,1998-09-30,,,,,,,106000.0,,84000.0,92800.0,123300.0,,,46214,1998-09-30,1998,09,30
6149,1998-10-31,,,,,,,105400.0,,84300.0,93000.0,123100.0,,,46214,1998-10-31,1998,10,31
6150,1998-11-30,,,,,,,104800.0,,84600.0,93200.0,122900.0,,,46214,1998-11-30,1998,11,30
6151,1998-12-31,,,,,,,104200.0,,84800.0,93400.0,122600.0,,,46214,1998-12-31,1998,12,31
6152,1999-01-31,,,,,,,103600.0,,85100.0,93500.0,122200.0,,,46214,1999-01-31,1999,01,31
6153,1999-02-28,,,,,,,103200.0,,85300.0,93700.0,121800.0,,,46214,1999-02-28,1999,02,28
6154,1999-03-31,,,,,,,102900.0,,85600.0,94000.0,121500.0,,,46214,1999-03-31,1999,03,31
6155,1999-04-30,,,,,,,102700.0,,85900.0,94300.0,121000.0,,,46214,1999-04-30,1999,04,30
6156,1999-05-31,,,,,,,102600.0,,86300.0,94700.0,120500.0,,,46214,1999-05-31,1999,05,31
6157,1999-06-30,,,,,,,102600.0,,86700.0,95000.0,120100.0,,,46214,1999-06-30,1999,06,30
6158,1999-07-31,,,,,,,102700.0,,87100.0,95500.0,119600.0,,,46214,1999-07-31,1999,07,31
6159,1999-08-31,,,,,,,102800.0,,87500.0,95900.0,128739.0,,,46214,1999-08-31,1999,08,31
6160,1999-09-30,,,,,,,103000.0,,87900.0,96400.0,128130.0,,,46214,1999-09-30,1999,09,30
6161,1999-10-31,,,,,,,103300.0,,88300.0,96800.0,127437.0,,,46214,1999-10-31,1999,10,31
6162,1999-11-30,,,,,,,103600.0,,88700.0,85303.0,125531.0,,,46214,1999-11-30,1999,11,30
6163,1999-12-31,,,,,,,103900.0,,90859.0,86664.0,122918.0,,,46214,1999-12-31,1999,12,31
6164,2000-01-31,,,,,,,95285.0,,90985.0,87891.0,119800.0,,,46214,2000-01-31,2000,01,31
6165,2000-02-29,,,,,,,96588.0,,91143.0,90229.0,116995.0,,,46214,2000-02-29,2000,02,29
6166,2000-03-31,,,,,,,97749.0,,91322.0,92176.0,114830.0,117389.0,,46214,2000-03-31,2000,03,31
6167,2000-04-30,,,,,,,99459.0,,91064.0,93383.0,113187.0,117000.0,,46214,2000-04-30,2000,04,30
6168,2000-05-31,,,,,,,100734.0,,90449.0,94550.0,111846.0,116511.0,,46214,2000-05-31,2000,05,31
6169,2000-06-30,,,,,,,101484.0,,90313.0,95456.0,110646.0,115726.0,,46214,2000-06-30,2000,06,30
6170,2000-07-31,,,,,,,102478.0,,90514.0,96690.0,109829.0,115157.0,,46214,2000-07-31,2000,07,31
6171,2000-08-31,,,,,,,103132.0,,90939.0,97369.0,109345.0,114926.0,,46214,2000-08-31,2000,08,31
6172,2000-09-30,,,,,,,103737.0,,90910.0,97963.0,108716.0,114953.0,,46214,2000-09-30,2000,09,30
6173,2000-10-31,,,,,,,104121.0,,91091.0,98193.0,107896.0,115108.0,,46214,2000-10-31,2000,10,31
6174,2000-11-30,,,,,,,104678.0,,91279.0,98590.0,107627.0,115750.0,,46214,2000-11-30,2000,11,30
6175,2000-12-31,,,,,,,105165.0,,91734.0,98604.0,108212.0,116229.0,,46214,2000-12-31,2000,12,31
6176,2001-01-31,,,,,,,105677.0,,91963.0,98607.0,109634.0,116845.0,,46214,2001-01-31,2001,01,31
6177,2001-02-28,,,,,,,105461.0,,92104.0,98249.0,110762.0,117186.0,,46214,2001-02-28,2001,02,28
6178,2001-03-31,,,,,,,104983.0,,91961.0,98110.0,111535.0,117524.0,,46214,2001-03-31,2001,03,31
6179,2001-04-30,,,,,,,104872.0,,92313.0,98545.0,112027.0,117879.0,,46214,2001-04-30,2001,04,30
6180,2001-05-31,,,,,,,105175.0,,93201.0,98828.0,112523.0,118449.0,,46214,2001-05-31,2001,05,31
6181,2001-06-30,,,,,,,105909.0,,93390.0,99176.0,113156.0,119285.0,,46214,2001-06-30,2001,06,30
6182,2001-07-31,,,,,,,106109.0,,93146.0,98909.0,113474.0,119915.0,,46214,2001-07-31,2001,07,31
6183,2001-08-31,,,,,,,106651.0,,92653.0,99134.0,113745.0,120386.0,,46214,2001-08-31,2001,08,31
6184,2001-09-30,,,,,,,107094.0,,93007.0,99266.0,113776.0,120697.0,,46214,2001-09-30,2001,09,30
6185,2001-10-31,,,,,,,107715.0,,93130.0,99666.0,113897.0,121200.0,,46214,2001-10-31,2001,10,31
6186,2001-11-30,,,,,,,107871.0,,93153.0,99661.0,113762.0,121090.0,,46214,2001-11-30,2001,11,30
6187,2001-12-31,,,,,,,108004.0,,92809.0,99684.0,114209.0,121344.0,,46214,2001-12-31,2001,12,31
6188,2002-01-31,,,,,,,107853.0,,92676.0,99318.0,114749.0,121424.0,,46214,2002-01-31,2002,01,31
6189,2002-02-28,,,,,,,108005.0,,92529.0,99288.0,115692.0,121948.0,,46214,2002-02-28,2002,02,28
6190,2002-03-31,,,,,,,107969.0,,92721.0,99348.0,116444.0,122556.0,,46214,2002-03-31,2002,03,31
6191,2002-04-30,,,,,,,108219.0,,93003.0,99820.0,117060.0,123237.0,,46214,2002-04-30,2002,04,30
6192,2002-05-31,,,,,,,108556.0,,93144.0,100204.0,117479.0,124117.0,,46214,2002-05-31,2002,05,31
6193,2002-06-30,,,,,,,109116.0,,93352.0,100693.0,117764.0,124739.0,,46214,2002-06-30,2002,06,30
6194,2002-07-31,,,,,,,109632.0,,93576.0,100979.0,118134.0,125509.0,,46214,2002-07-31,2002,07,31
6195,2002-08-31,,,,,,,110063.0,,93736.0,101340.0,118294.0,125905.0,,46214,2002-08-31,2002,08,31
6196,2002-09-30,,,,,,,110440.0,,93577.0,101636.0,118405.0,126202.0,,46214,2002-09-30,2002,09,30
6197,2002-10-31,,,,,,,110660.0,,93357.0,101936.0,118349.0,126198.0,,46214,2002-10-31,2002,10,31
6198,2002-11-30,,,,,,,110900.0,,93334.0,102248.0,118391.0,126305.0,,46214,2002-11-30,2002,11,30
6199,2002-12-31,,,,,,,111070.0,,93440.0,102416.0,118430.0,126483.0,,46214,2002-12-31,2002,12,31
6200,2003-01-31,,,,,,,111459.0,,93397.0,102686.0,118795.0,126885.0,,46214,2003-01-31,2003,01,31
6201,2003-02-28,,,,,,,111885.0,,93240.0,102956.0,119399.0,127452.0,,46214,2003-02-28,2003,02,28
6202,2003-03-31,,,,,,,112499.0,,93291.0,103455.0,120071.0,128020.0,,46214,2003-03-31,2003,03,31
6203,2003-04-30,,,,,,,112888.0,,93560.0,103835.0,120661.0,128648.0,,46214,2003-04-30,2003,04,30
6204,2003-05-31,,,,,,,113187.0,,93988.0,104234.0,121053.0,129035.0,,46214,2003-05-31,2003,05,31
6205,2003-06-30,,,,,,,113332.0,,94403.0,104485.0,121347.0,129406.0,,46214,2003-06-30,2003,06,30
6206,2003-07-31,,,,,,,113509.0,,94773.0,104771.0,121573.0,129658.0,,46214,2003-07-31,2003,07,31
6207,2003-08-31,,,,,,,113612.0,,95066.0,104937.0,121856.0,130134.0,,46214,2003-08-31,2003,08,31
6208,2003-09-30,,,,,,,113665.0,,95373.0,105022.0,122031.0,130529.0,,46214,2003-09-30,2003,09,30
6209,2003-10-31,,,,,,,113810.0,,95681.0,105154.0,122125.0,130778.0,,46214,2003-10-31,2003,10,31
6210,2003-11-30,,,,,,,114001.0,,96050.0,105286.0,122292.0,131133.0,,46214,2003-11-30,2003,11,30
6211,2003-12-31,,,,,,,114212.0,,96284.0,105541.0,122383.0,131296.0,,46214,2003-12-31,2003,12,31
6212,2004-01-31,,,,,,,114523.0,,96479.0,105879.0,122459.0,131427.0,,46214,2004-01-31,2004,01,31
6213,2004-02-29,,,,,,,115039.0,,96247.0,106396.0,122726.0,131351.0,,46214,2004-02-29,2004,02,29
6214,2004-03-31,,,,,,,115397.0,,96194.0,106731.0,123096.0,131321.0,,46214,2004-03-31,2004,03,31
6215,2004-04-30,,,,,,,115690.0,,96337.0,106970.0,123602.0,131594.0,,46214,2004-04-30,2004,04,30
6216,2004-05-31,,,,,,,115731.0,,96951.0,107031.0,123853.0,131920.0,,46214,2004-05-31,2004,05,31
6217,2004-06-30,,,,,,,115808.0,,97673.0,107177.0,123768.0,131971.0,,46214,2004-06-30,2004,06,30
6218,2004-07-31,,,,,,,115906.0,,98159.0,107391.0,123764.0,132067.0,,46214,2004-07-31,2004,07,31
6219,2004-08-31,,,,,,,115846.0,,98641.0,107379.0,123680.0,132454.0,,46214,2004-08-31,2004,08,31
6220,2004-09-30,,,,,,,115962.0,,98837.0,107449.0,124001.0,133306.0,,46214,2004-09-30,2004,09,30
6221,2004-10-31,,,,,,,115979.0,,99068.0,107377.0,124256.0,133998.0,,46214,2004-10-31,2004,10,31
6222,2004-11-30,,,,,,,116132.0,,99092.0,107530.0,124444.0,134237.0,,46214,2004-11-30,2004,11,30
6223,2004-12-31,,,,,,,116313.0,,99223.0,107684.0,124807.0,134821.0,,46214,2004-12-31,2004,12,31
6224,2005-01-31,,,,,,,116116.0,,99565.0,107548.0,125271.0,135829.0,,46214,2005-01-31,2005,01,31
6225,2005-02-28,76.75,16.99,,,,,115247.0,,101048.0,106933.0,125238.0,137514.0,,46214,2005-02-28,2005,02,28
6226,2005-03-31,74.37,17.94,,,,,114325.0,,101976.0,106335.0,125186.0,139422.0,,46214,2005-03-31,2005,03,31
6227,2005-04-30,63.58,26.04,,,,,113957.0,,102301.0,106215.0,124859.0,140234.0,,46214,2005-04-30,2005,04,30
6228,2005-05-31,63.06,25.95,,,,,114324.0,,101430.0,106579.0,125116.0,140707.0,,46214,2005-05-31,2005,05,31
6229,2005-06-30,52.81,34.61,,,,,114942.0,,100847.0,107022.0,126007.0,141255.0,,46214,2005-06-30,2005,06,30
6230,2005-07-31,44.99,41.73,,,,,115171.0,,100673.0,107114.0,126514.0,141700.0,,46214,2005-07-31,2005,07,31
6231,2005-08-31,68.56,19.54,,,,,115627.0,,100590.0,107429.0,127475.0,141851.0,,46214,2005-08-31,2005,08,31
6232,2005-09-30,62.05,25.43,,,,,115755.0,,100499.0,107593.0,127489.0,141146.0,,46214,2005-09-30,2005,09,30
6233,2005-10-31,56.96,25.52,,,,,116293.0,,100477.0,108260.0,128146.0,141551.0,,46214,2005-10-31,2005,10,31
6234,2005-11-30,57.72,25.53,,,,,116633.0,,100441.0,108705.0,128556.0,142389.0,,46214,2005-11-30,2005,11,30
6235,2005-12-31,55.27,27.75,,,,,116980.0,,100351.0,109090.0,128737.0,142532.0,,46214,2005-12-31,2005,12,31
6236,2006-01-31,52.93,31.4,,,,,117256.0,,99762.0,109339.0,128707.0,142496.0,,46214,2006-01-31,2006,01,31
6237,2006-02-28,52.16,32.26,,,,,117856.0,,98771.0,109982.0,128627.0,141627.0,,46214,2006-02-28,2006,02,28
6238,2006-03-31,48.39,35.7,,,,,118655.0,,98068.0,110783.0,128857.0,141350.0,,46214,2006-03-31,2006,03,31
6239,2006-04-30,50.21,33.52,,,,,119107.0,,97903.0,111208.0,129329.0,141692.0,,46214,2006-04-30,2006,04,30
6240,2006-05-31,50.91,33.56,,,,,119149.0,,98171.0,111216.0,129916.0,142800.0,,46214,2006-05-31,2006,05,31
6241,2006-06-30,50.07,31.92,,,,,118898.0,,97633.0,111116.0,130206.0,143936.0,,46214,2006-06-30,2006,06,30
6242,2006-07-31,45.18,36.58,,,,,118968.0,,96819.0,111344.0,130526.0,144538.0,,46214,2006-07-31,2006,07,31
6243,2006-08-31,39.56,41.1,,,,,119178.0,,96031.0,111865.0,130277.0,144818.0,,46214,2006-08-31,2006,08,31
6244,2006-09-30,39.44,42.03,,,,,119698.0,,95978.0,112526.0,130973.0,145938.0,,46214,2006-09-30,2006,09,30
6245,2006-10-31,35.28,45.37,,,,,119768.0,,95999.0,112724.0,130876.0,146015.0,,46214,2006-10-31,2006,10,31
6246,2006-11-30,37.26,44.98,,,,,119603.0,,96055.0,112641.0,130668.0,145502.0,,46214,2006-11-30,2006,11,30
6247,2006-12-31,38.13,45.09,,,,,119368.0,,96259.0,112488.0,130567.0,145583.0,,46214,2006-12-31,2006,12,31
6248,2007-01-31,39.1,44.84,,,,,119480.0,,96922.0,112656.0,130730.0,145600.0,,46214,2007-01-31,2007,01,31
6249,2007-02-28,41.44,43.3,,,,,119718.0,,97460.0,112748.0,131408.0,146301.0,,46214,2007-02-28,2007,02,28
6250,2007-03-31,42.78,41.85,,,,,119779.0,,97786.0,112661.0,131440.0,145937.0,,46214,2007-03-31,2007,03,31
6251,2007-04-30,40.76,42.67,,,,,119801.0,,97581.0,112545.0,131628.0,145916.0,,46214,2007-04-30,2007,04,30
6252,2007-05-31,42.44,41.1,,,,,119549.0,,97196.0,112277.0,131083.0,144889.0,,46214,2007-05-31,2007,05,31
6253,2007-06-30,40.89,43.66,,,,,119184.0,,97429.0,111920.0,130256.0,143746.0,,46214,2007-06-30,2007,06,30
6254,2007-07-31,42.05,43.35,,,,,119045.0,,97818.0,111765.0,129675.0,143342.0,,46214,2007-07-31,2007,07,31
6255,2007-08-31,43.21,42.05,,,,,118831.0,,98337.0,111388.0,129575.0,143671.0,,46214,2007-08-31,2007,08,31
6256,2007-09-30,43.55,39.55,,,,,118626.0,,98316.0,111061.0,129293.0,143331.0,,46214,2007-09-30,2007,09,30
6257,2007-10-31,42.41,41.62,,,,,118296.0,,98241.0,110603.0,129294.0,143592.0,,46214,2007-10-31,2007,10,31
6258,2007-11-30,40.17,44.64,,,,,118612.0,,98265.0,110814.0,129950.0,144468.0,,46214,2007-11-30,2007,11,30
6259,2007-12-31,41.24,44.44,,,,,119041.0,,98307.0,111205.0,130833.0,145758.0,,46214,2007-12-31,2007,12,31
6260,2008-01-31,44.5,41.57,,,,,119243.0,,98017.0,111378.0,131389.0,146353.0,,46214,2008-01-31,2008,01,31
6261,2008-02-29,46.55,40.98,,,,,119045.0,,97759.0,111189.0,131551.0,146657.0,,46214,2008-02-29,2008,02,29
6262,2008-03-31,44.23,41.58,,,,,118547.0,,97244.0,110661.0,131492.0,146764.0,,46214,2008-03-31,2008,03,31
6263,2008-04-30,43.66,42.21,,,,,118044.0,,96864.0,110193.0,131185.0,146422.0,,46214,2008-04-30,2008,04,30
6264,2008-05-31,41.3,45.0,,,,,117570.0,,96517.0,109801.0,130900.0,146319.0,,46214,2008-05-31,2008,05,31
6265,2008-06-30,35.88,49.7,,,,,117281.0,,96169.0,109551.0,131006.0,146625.0,25.0,46214,2008-06-30,2008,06,30
6266,2008-07-31,30.29,55.75,,,,,116645.0,,95904.0,108883.0,131000.0,146789.0,26.0,46214,2008-07-31,2008,07,31
6267,2008-08-31,29.93,55.0,,,,,116093.0,,95714.0,108328.0,131028.0,146528.0,23.0,46214,2008-08-31,2008,08,31
6268,2008-09-30,25.36,60.79,,,,,115452.0,,95304.0,107657.0,130782.0,146344.0,18.0,46214,2008-09-30,2008,09,30
6269,2008-10-31,19.89,67.53,,,,,115270.0,,94968.0,107394.0,130693.0,146017.0,25.0,46214,2008-10-31,2008,10,31
6270,2008-11-30,18.21,70.55,,,,,114324.0,,94278.0,106351.0,129593.0,144999.0,25.0,46214,2008-11-30,2008,11,30
6271,2008-12-31,13.13,77.75,,,,,112993.0,,93417.0,104991.0,127988.0,142718.0,17.0,46214,2008-12-31,2008,12,31
6272,2009-01-31,3.15,94.39,,,,,111861.0,,92508.0,103875.0,126798.0,141517.0,12.0,46214,2009-01-31,2009,01,31
6273,2009-02-28,1.41,97.64,,,,,110802.0,,91303.0,102826.0,125690.0,140328.0,12.0,46214,2009-02-28,2009,02,28
6274,2009-03-31,1.5,97.93,,,,,110483.0,,90545.0,102476.0,125352.0,140140.0,16.0,46214,2009-03-31,2009,03,31
6275,2009-04-30,1.39,97.87,,,,,110123.0,,90124.0,102161.0,124793.0,139615.0,17.0,46214,2009-04-30,2009,04,30
6276,2009-05-31,1.75,97.09,,,,,110896.0,,90592.0,102892.0,125570.0,140288.0,20.0,46214,2009-05-31,2009,05,31
6277,2009-06-30,2.0,97.0,,,,,111763.0,,91158.0,103639.0,126374.0,140885.0,14.0,46214,2009-06-30,2009,06,30
6278,2009-07-31,1.95,97.07,,,,,112943.0,,91804.0,104847.0,127608.0,141869.0,25.0,46214,2009-07-31,2009,07,31
6279,2009-08-31,2.09,97.05,,,,,113578.0,,91702.0,105573.0,128075.0,142393.0,24.0,46214,2009-08-31,2009,08,31
6280,2009-09-30,1.93,96.91,,,,,114385.0,,92129.0,106410.0,128823.0,143586.0,23.0,46214,2009-09-30,2009,09,30
6281,2009-10-31,1.8,96.87,,,,,114572.0,,91725.0,106433.0,128891.0,143743.0,23.0,46214,2009-10-31,2009,10,31
6282,2009-11-30,2.13,96.44,,,,,115385.0,,91756.0,107056.0,129968.0,144690.0,25.0,46214,2009-11-30,2009,11,30
6283,2009-12-31,2.86,95.3,,,,,116082.0,,91203.0,107601.0,130940.0,145565.0,38.0,46214,2009-12-31,2009,12,31
6284,2010-01-31,4.11,92.19,,,119900.0,75.63291139240509,116554.0,,91090.0,108081.0,131441.0,145955.0,10.0,46214,2010-01-31,2010,01,31
6285,2010-02-28,6.07,87.26,,,124950.0,75.8823529411765,117252.0,,91215.0,108701.0,131836.0,146375.0,13.0,46214,2010-02-28,2010,02,28
6286,2010-03-31,9.99,81.04,,,124900.0,75.0,117489.0,,91380.0,109027.0,131878.0,146258.0,14.0,46214,2010-03-31,2010,03,31
6287,2010-04-30,17.78,72.88,,,124900.0,75.5062429830232,118193.0,,91420.0,109587.0,132491.0,147092.0,17.0,46214,2010-04-30,2010,04,30
6288,2010-05-31,24.14,64.53,,,124900.0,75.1301330248699,118025.0,,91222.0,109419.0,132139.0,146922.0,15.0,46214,2010-05-31,2010,05,31
6289,2010-06-30,28.55,60.16,,,124900.0,74.7609301267838,117686.0,,90745.0,109072.0,131662.0,146239.0,37.0,46214,2010-06-30,2010,06,30
6290,2010-07-31,32.68,55.51,,,122900.0,72.54990925589841,116434.0,,89702.0,107788.0,130222.0,144573.0,24.0,46214,2010-07-31,2010,07,31
6291,2010-08-31,33.0,54.28,,,121990.0,72.3651719839608,114993.0,,88366.0,106203.0,128558.0,142348.0,24.0,46214,2010-08-31,2010,08,31
6292,2010-09-30,30.39,52.76,16.071428571428598,4.0032025620496,119900.0,71.36172675719271,113079.0,,86541.0,104276.0,126635.0,139524.0,14.0,46214,2010-09-30,2010,09,30
6293,2010-10-31,29.68,55.65,18.589743589743602,3.2671702867615005,119550.0,70.8567307692308,112079.0,78119.0,85864.0,103543.0,125723.0,137720.0,10.0,46214,2010-10-31,2010,10,31
6294,2010-11-30,28.12,59.25,11.392405063291099,5.4621848739495995,118000.0,70.02801120448179,111295.0,76612.0,85362.0,103070.0,125116.0,136499.0,11.0,46214,2010-11-30,2010,11,30
6295,2010-12-31,29.44,58.28,8.44155844155844,4.5495905368517,117075.0,70.1157497882874,111264.0,75294.0,85580.0,103155.0,124992.0,136519.0,16.0,46214,2010-12-31,2010,12,31
6296,2011-01-31,28.82,58.16,26.241134751773,4.1152263374486,117375.0,70.1500754531681,111398.0,73251.0,85629.0,103113.0,125129.0,136414.0,16.0,46214,2011-01-31,2011,01,31
6297,2011-02-28,24.76,61.89,15.555555555555598,4.8665686963559,114900.0,69.9150295251545,110911.0,71476.0,85464.0,102533.0,124840.0,135554.0,11.0,46214,2011-02-28,2011,02,28
6298,2011-03-31,23.55,65.2,17.2185430463576,3.7136897271019,115000.0,71.05263157894741,110244.0,69931.0,85049.0,101638.0,124358.0,134236.0,12.0,46214,2011-03-31,2011,03,31
6299,2011-04-30,19.67,67.11,12.5748502994012,3.5748792270531,115000.0,70.8955223880597,108772.0,68694.0,84267.0,100166.0,123009.0,132272.0,13.0,46214,2011-04-30,2011,04,30
6300,2011-05-31,18.3,70.34,20.1219512195122,3.3994349551415004,115500.0,69.9233716475096,107142.0,67721.0,82752.0,98510.0,121496.0,130173.0,19.0,46214,2011-05-31,2011,05,31
6301,2011-06-30,17.97,70.72,21.7647058823529,3.2911551423892997,119000.0,70.6660583941606,106006.0,67298.0,81618.0,97441.0,120307.0,128824.0,29.0,46214,2011-06-30,2011,06,30
6302,2011-07-31,16.22,73.34,20.8588957055215,3.1724530857984,118950.0,70.5272093778605,105808.0,66130.0,80676.0,97167.0,120133.0,128199.0,15.0,46214,2011-07-31,2011,07,31
6303,2011-08-31,12.08,80.45,16.875,2.8797696184305,118950.0,69.67632781391171,106622.0,65336.0,80964.0,97916.0,121109.0,129059.0,24.0,46214,2011-08-31,2011,08,31
6304,2011-09-30,9.4,83.85,18.902439024390198,3.9593365436062,118500.0,69.2761075949367,107545.0,64443.0,81253.0,98682.0,122226.0,130027.0,19.0,46214,2011-09-30,2011,09,30
6305,2011-10-31,6.99,87.62,16.7832167832168,3.6548223350254,119900.0,67.50919836149299,107732.0,64323.0,81033.0,98583.0,122533.0,130522.0,11.0,46214,2011-10-31,2011,10,31
6306,2011-11-30,8.08,85.97,12.142857142857098,3.3355570380254,119950.0,67.2727272727273,107688.0,64687.0,80974.0,98273.0,122312.0,130113.0,14.0,46214,2011-11-30,2011,11,30
6307,2011-12-31,18.51,75.7,8.13008130081301,5.268703898840901,119900.0,69.0308000500814,107142.0,64885.0,80519.0,97578.0,121586.0,128773.0,13.0,46214,2011-12-31,2011,12,31
6308,2012-01-31,33.71,59.17,12.396694214876002,3.5785524231072,119900.0,69.6363636363636,106406.0,64233.0,79860.0,96919.0,120484.0,127198.0,15.0,46214,2012-01-31,2012,01,31
6309,2012-02-29,40.52,51.99,13.28125,3.7037037037037,117900.0,68.713163064833,105970.0,63285.0,78942.0,96679.0,119640.0,125991.0,15.0,46214,2012-02-29,2012,02,29
6310,2012-03-31,42.7,50.24,16.0583941605839,3.6730945821855,114900.0,68.6379928315412,106093.0,62865.0,78603.0,97011.0,119599.0,125849.0,17.0,46214,2012-03-31,2012,03,31
6311,2012-04-30,41.52,52.53,15.1515151515152,3.7614678899081997,116000.0,68.6379928315412,106434.0,62465.0,78523.0,97455.0,120117.0,125879.0,19.0,46214,2012-04-30,2012,04,30
6312,2012-05-31,44.02,50.31,19.014084507042302,4.0,115000.0,67.8610206297503,107164.0,62049.0,78817.0,98059.0,121121.0,126624.0,23.0,46214,2012-05-31,2012,05,31
6313,2012-06-30,48.17,45.61,22.142857142857103,2.6329647182727998,114900.0,67.8790534618755,107190.0,60744.0,78601.0,97817.0,121489.0,126911.0,27.0,46214,2012-06-30,2012,06,30
6314,2012-07-31,53.39,39.2,16.4383561643836,3.6947791164659,114950.0,67.1267252195734,107330.0,60632.0,78827.0,97736.0,121774.0,127421.0,23.0,46214,2012-07-31,2012,07,31
6315,2012-08-31,61.55,31.46,19.424460431654698,4.5495905368517,114900.0,66.8620038726878,106866.0,60594.0,78412.0,97131.0,121301.0,127175.0,24.0,46214,2012-08-31,2012,08,31
6316,2012-09-30,64.82,28.85,20.155038759689898,4.0029651593772995,112900.0,66.17647058823529,106669.0,61045.0,78290.0,97035.0,120802.0,126715.0,21.0,46214,2012-09-30,2012,09,30
6317,2012-10-31,69.52,25.01,15.702479338843,4.3516100957354,113450.0,68.8055635791771,107019.0,60717.0,78232.0,97518.0,120911.0,126800.0,25.0,46214,2012-10-31,2012,10,31
6318,2012-11-30,68.25,26.5,14.529914529914501,3.5923358708218,114000.0,68.2687056253413,106618.0,59797.0,77431.0,97297.0,120216.0,126309.0,16.0,46214,2012-11-30,2012,11,30
6319,2012-12-31,71.91,21.4,12.5,3.7799861466476,114000.0,67.7432216905901,106487.0,59476.0,77146.0,97221.0,120125.0,126611.0,18.0,46214,2012-12-31,2012,12,31
6320,2013-01-31,59.28,31.2,16.363636363636402,4.7747952684258,114900.0,69.37512388503471,106269.0,59527.0,76771.0,97070.0,120267.0,127160.0,16.0,46214,2013-01-31,2013,01,31
6321,2013-02-28,59.21,29.8,11.607142857142902,2.823973947846,115000.0,66.751012145749,106745.0,60460.0,77447.0,97609.0,121302.0,128395.0,14.0,46214,2013-02-28,2013,02,28
6322,2013-03-31,73.54,14.6,16.793893129771,3.1875,115250.0,67.9161603213975,106918.0,60538.0,77471.0,97904.0,121718.0,128957.0,18.0,46214,2013-03-31,2013,03,31
6323,2013-04-30,90.33,5.2,6.923076923076921,3.3333333333332997,118500.0,68.4279191128506,107861.0,60531.0,77820.0,98822.0,122812.0,130231.0,19.0,46214,2013-04-30,2013,04,30
6324,2013-05-31,92.69,4.36,10.4838709677419,3.2278889606198002,118900.0,69.37909757038179,108700.0,60014.0,77901.0,99628.0,123818.0,131146.0,29.0,46214,2013-05-31,2013,05,31
6325,2013-06-30,89.39,5.66,16.5354330708661,3.4027009639043997,119900.0,70.6101190476191,109801.0,60324.0,78211.0,100898.0,125048.0,132027.0,45.0,46214,2013-06-30,2013,06,30
6326,2013-07-31,88.23,6.54,19.3548387096774,2.3277467411546002,122000.0,71.34920634920641,110188.0,60690.0,78411.0,101539.0,125431.0,131948.0,39.0,46214,2013-07-31,2013,07,31
6327,2013-08-31,81.11,10.01,22.1311475409836,2.6129102397264,119450.0,71.88740386290091,110790.0,60697.0,78985.0,102398.0,126156.0,132342.0,41.0,46214,2013-08-31,2013,08,31
6328,2013-09-30,78.31,13.83,21.367521367521398,3.2193688991523,115000.0,71.8954248366013,111314.0,60641.0,79478.0,102916.0,126963.0,132976.0,25.0,46214,2013-09-30,2013,09,30
6329,2013-10-31,66.02,22.07,22.6086956521739,4.0,116450.0,70.8115460821646,111578.0,60423.0,79848.0,103261.0,127539.0,133509.0,21.0,46214,2013-10-31,2013,10,31
6330,2013-11-30,63.16,25.07,16.190476190476197,4.3478260869565,114900.0,71.74358974358971,112234.0,60756.0,80238.0,103964.0,128650.0,134587.0,20.0,46214,2013-11-30,2013,11,30
6331,2013-12-31,57.75,28.41,11.458333333333302,5.0,117800.0,71.7367737747485,112995.0,60965.0,80523.0,104807.0,129817.0,135671.0,22.0,46214,2013-12-31,2013,12,31
6332,2014-01-31,51.67,33.41,15.3846153846154,3.5714285714286,114900.0,71.4203894616266,114451.0,61900.0,81480.0,106166.0,131486.0,137240.0,22.0,46214,2014-01-31,2014,01,31
6333,2014-02-28,52.99,32.66,14.1304347826087,2.9486350880177,114900.0,71.10148514851491,115935.0,61797.0,81838.0,107264.0,132935.0,138952.0,25.0,46214,2014-02-28,2014,02,28
6334,2014-03-31,43.72,38.93,8.849557522123892,2.2737608003638,121450.0,72.9442970822281,117699.0,61937.0,82646.0,108592.0,134814.0,141294.0,28.0,46214,2014-03-31,2014,03,31
6335,2014-04-30,28.85,59.44,20.4918032786885,3.1269543464665,117400.0,72.7513227513227,118370.0,61603.0,82631.0,109019.0,135347.0,142270.0,21.0,46214,2014-04-30,2014,04,30
6336,2014-05-31,28.39,60.39,18.110236220472398,3.847634274886,118900.0,74.0015661707126,118315.0,62354.0,82957.0,109120.0,134952.0,142425.0,36.0,46214,2014-05-31,2014,05,31
6337,2014-06-30,30.87,59.32,20.0,2.4655196340992003,123699.5,73.15589272812271,117894.0,62769.0,83016.0,108789.0,134142.0,141729.0,26.0,46214,2014-06-30,2014,06,30
6338,2014-07-31,31.89,59.26,22.147651006711396,2.4535510985125,124000.0,73.21848081440879,117920.0,62808.0,82963.0,108784.0,134233.0,141950.0,26.0,46214,2014-07-31,2014,07,31
